,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_hi,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,text_en
0,hi,1440733627038326785,1212798914421673984, NewsJunctionTV  jairamthakurbjp Jai himachal,1440739150206959616,False, NewsJunctionTV  jairamthakurbjp Jai himachal,2021-09-22T18:05:55.000Z,India,@NewsJunctionTV @jairamthakurbjp Jai himachal,[],[],"['NewsJunctionTV', 'jairamthakurbjp']",[],
1,hi,1440725279115137024,976007832645468160, darbhanga dm सर आदाब सर आज के मुस्कील हालात पर भी ध्यान देना आवश्यक है में आप को जनता के ऊपर महंगाई के कारण हो रही मुस्किल से जनता की कमर। ठोठ रही है  ऊपर से NBPDL बिजली बिल 3महीने से हमारा घर बंद है फिर भी 1098का बिजली बिल भेज दिया है  सर थोड़ा राहत दिलवाए  NBPDL की मनमानी से जनता को बचाइए,1440744241534148618,False, darbhanga dm सर आदाब सर आज के मुस्कील हालात पर भी ध्यान देना आवश्यक है में आप को जनता के ऊपर महंगाई के कारण हो रही मुस्किल से जनता की कमर। ठोठ रही है  ऊपर से NBPDL बिजली बिल 3महीने से हमारा घर बंद है फिर भी 1098का बिजली बिल भेज दिया है  सर थोड़ा राहत दिलवाए  NBPDL की मनमानी से जनता को बचाइए,2021-09-22T18:26:09.000Z,India,@darbhanga_dm सर आदाब सर आज के मुस्कील हालात पर भी ध्यान देना आवश्यक है में आप को जनता के ऊपर महंगाई के कारण हो रही मुस्किल से जनता की कमर। ठोठ रही है  ऊपर से NBPDL बिजली बिल 3महीने से हमारा घर बंद है फिर भी 1098का बिजली बिल भेज दिया है  सर थोड़ा राहत दिलवाए  NBPDL की मनमानी से जनता को बचाइए,[],[],['darbhanga_dm'],['https://t.co/MTZPgQ9cIP'],
2,hi,1440717794245369867,2231630149, MrAmanDeep  BJYMinCH  Tejasvi Surya  blsanthosh  KapilParmar  arunsoodbjp  vijayranabjp  tarunchughbjp  BJP4India  BJP4Chandigarh  dushyanttgautam  maheshsidhubjp Jai ho Vijay ho ,1440736744840724482,False, MrAmanDeep  BJYMinCH  Tejasvi Surya  blsanthosh  KapilParmar  arunsoodbjp  vijayranabjp  tarunchughbjp  BJP4India  BJP4Chandigarh  dushyanttgautam  maheshsidhubjp Jai ho Vijay ho ,2021-09-22T17:56:22.000Z,India,@MrAmanDeep @BJYMinCH @Tejasvi_Surya @blsanthosh @KapilParmar @arunsoodbjp @vijayranabjp @tarunchughbjp @BJP4India @BJP4Chandigarh @dushyanttgautam @maheshsidhubjp Jai ho Vijay ho 🙏,['🙏'],[],"['MrAmanDeep', 'BJYMinCH', 'Tejasvi_Surya', 'blsanthosh', 'KapilParmar', 'arunsoodbjp', 'vijayranabjp', 'tarunchughbjp', 'BJP4India']",['https://t.co/9PNNWjhkaZ'],
3,en,1440717794245369867,2231630149, shahpuriz  BJYMinCH  Tejasvi Surya  blsanthosh  KapilParmar  arunsoodbjp  vijayranabjp  tarunchughbjp  BJP4India  BJP4Chandigarh  dushyanttgautam  maheshsidhubjp  iBhatt4India Thank you paaji,1440724225963163651,False,,2021-09-22T17:06:37.000Z,India,@shahpuriz @BJYMinCH @Tejasvi_Surya @blsanthosh @KapilParmar @arunsoodbjp @vijayranabjp @tarunchughbjp @BJP4India @BJP4Chandigarh @dushyanttgautam @maheshsidhubjp @iBhatt4India Thank you paaji,[],[],"['shahpuriz', 'BJYMinCH', 'Tejasvi_Surya', 'blsanthosh', 'KapilParmar', 'arunsoodbjp', 'vijayranabjp', 'tarunchughbjp', 'BJP4India']",['https://t.co/UbLaP0O9K3'], shahpuriz  BJYMinCH  Tejasvi Surya  blsanthosh  KapilParmar  arunsoodbjp  vijayranabjp  tarunchughbjp  BJP4India  BJP4Chandigarh  dushyanttgautam  maheshsidhubjp  iBhatt4India Thank you paaji
4,hi,1440716578954231810,973162418653335552, वार्ड स्तरीय तथा ग्राम स्तरीय क्राइसिस मैनेजमेंट समितियों  के सदस्यों को 23 सितम्बर को अपराह्न 020 बजे से वीडियो कॉन्फ्रेंसिंग के माध्यम से संबोधित करेंगे ।  CMMadhyaPradesh  JansamparkMP,1440716581231751171,False, वार्ड स्तरीय तथा ग्राम स्तरीय क्राइसिस मैनेजमेंट समितियों  के सदस्यों को 23 सितम्बर को अपराह्न 020 बजे से वीडियो कॉन्फ्रेंसिंग के माध्यम से संबोधित करेंगे ।  CMMadhyaPradesh  JansamparkMP,2021-09-22T16:36:14.000Z,India,"-वार्ड स्तरीय तथा ग्राम स्तरीय क्राइसिस मैनेजमेंट समितियों  के सदस्यों को 23 सितम्बर को अपराह्न 02:30 बजे से वीडियो कॉन्फ्रेंसिंग के माध्यम से संबोधित करेंगे । 
@CMMadhyaPradesh 
@JansamparkMP",[':3'],[],[],['https://t.co/TjlmSrmpYh'],
5,hi,1440716248749248521,982500410882707456, वार्ड स्तरीय तथा ग्राम स्तरीय क्राइसिस मैनेजमेंट समितियों  के सदस्यों को 23 सितम्बर को अपराह्न 020 बजे से वीडियो कॉन्फ्रेंसिंग के माध्यम से संबोधित करेंगे । CMMadhyaPradesh  JansamparkMP,1440716251026780162,False, वार्ड स्तरीय तथा ग्राम स्तरीय क्राइसिस मैनेजमेंट समितियों  के सदस्यों को 23 सितम्बर को अपराह्न 020 बजे से वीडियो कॉन्फ्रेंसिंग के माध्यम से संबोधित करेंगे । CMMadhyaPradesh  JansamparkMP,2021-09-22T16:34:56.000Z,India,"-वार्ड स्तरीय तथा ग्राम स्तरीय क्राइसिस मैनेजमेंट समितियों  के सदस्यों को 23 सितम्बर को अपराह्न 02:30 बजे से वीडियो कॉन्फ्रेंसिंग के माध्यम से संबोधित करेंगे ।
@CMMadhyaPradesh 
@JansamparkMP",[':3'],[],[],['https://t.co/37MmozG3MU'],
6,en,1440715010074841100,817340591046414336, thewirehindi Not interested in Supreme Court  Agency has framed some of the finest human rights activists of the country in the Bhima Koregaon case  3 years   Judges are not living in an ivory tower  Innocent people are in jail  amp  criminals are enjoying power  All are scared  Stop this drama ,1440717853154430983,False,,2021-09-22T16:41:18.000Z,India,"@thewirehindi Not interested in Supreme Court. 
Agency has framed some of the finest human rights activists of the country in the Bhima Koregaon case. 3 years ! Judges are not living in an ivory tower. Innocent people are in jail &amp; criminals are enjoying power. All are scared. Stop this drama.",[],[],['thewirehindi'],['https://t.co/AbjfElsBzW'], thewirehindi Not interested in Supreme Court  Agency has framed some of the finest human rights activists of the country in the Bhima Koregaon case  3 years   Judges are not living in an ivory tower  Innocent people are in jail  amp  criminals are enjoying power  All are scared  Stop this drama 
7,hi,1440713474175221768,955370786520383488,मंत्री गण तथा जिलों के प्रभारी अधिकारीगण भी संबोधन को ऑनलाईन सुन सकते हैं। यह संबोधन दूरदर्शन के अलावा वेबकास्ट लिंक  फेसबुक लाइव  यू ट्यूब  ट्विटर पर देखा व सुना जा सकेगा।,1440713480554778626,False,मंत्री गण तथा जिलों के प्रभारी अधिकारीगण भी संबोधन को ऑनलाईन सुन सकते हैं। यह संबोधन दूरदर्शन के अलावा वेबकास्ट लिंक  फेसबुक लाइव  यू ट्यूब  ट्विटर पर देखा व सुना जा सकेगा।,2021-09-22T16:23:55.000Z,India,"मंत्री गण तथा जिलों के प्रभारी अधिकारीगण भी संबोधन को ऑनलाईन सुन सकते हैं। यह संबोधन दूरदर्शन के अलावा वेबकास्ट लिंक, फेसबुक लाइव, यू ट्यूब, ट्विटर पर देखा व सुना जा सकेगा।",[],[],[],['https://t.co/vO6mzvZm3u'],
8,hi,1440713474175221768,955370786520383488,समस्त कलेक्टर्स को निर्देशित किया है कि जिला स्तरीय क्राइसिस मैनेजमेंट समिति के सदस्यों को एनआईसी वीडियो कांन्फ्रेंस रूम की क्षमता को देखते हुए इस रूम में आमंत्रित करें तथा शेष सदस्यों को वीसी लिंक से जुड़ने के लिए सूचित करें।,1440713477929115648,False,समस्त कलेक्टर्स को निर्देशित किया है कि जिला स्तरीय क्राइसिस मैनेजमेंट समिति के सदस्यों को एनआईसी वीडियो कांन्फ्रेंस रूम की क्षमता को देखते हुए इस रूम में आमंत्रित करें तथा शेष सदस्यों को वीसी लिंक से जुड़ने के लिए सूचित करें।,2021-09-22T16:23:54.000Z,India,समस्त कलेक्टर्स को निर्देशित किया है कि जिला स्तरीय क्राइसिस मैनेजमेंट समिति के सदस्यों को एनआईसी वीडियो कांन्फ्रेंस रूम की क्षमता को देखते हुए इस रूम में आमंत्रित करें तथा शेष सदस्यों को वीसी लिंक से जुड़ने के लिए सूचित करें।,[],[],[],['https://t.co/4uqqDXwsQl'],
9,hi,1440706213725966338,971984018580254720, projshoshangaba  healthminmp पिपरिया ,1440715590423834626,False, projshoshangaba  healthminmp पिपरिया ,2021-09-22T16:32:18.000Z,India,@projshoshangaba @healthminmp पिपरिया?,[],[],"['projshoshangaba', 'healthminmp']",[],
