,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_hi,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,text_en
0,hi,1440677686314102796,974185576185278464,निर्देशानुसार टीकाकरण का शतप्रतिशत लक्ष्य जिले में हासिल करने के लिए कलेक्टर श्री रोहित सिंह ने संबंधित अधिकारियों को निर्देश दिये हैं। शासन के निर्देशानुसार ग्राम पंचायतों में कोविड टीकाकरण कार्य प्रभावी रूप से सुनिश्चित करने के लिए नोडल अधिकारी नियुक्त किए गये हैं। https   t co z2km9hS4eG,1440677694065152007,False,निर्देशानुसार टीकाकरण का शतप्रतिशत लक्ष्य जिले में हासिल करने के लिए कलेक्टर श्री रोहित सिंह ने संबंधित अधिकारियों को निर्देश दिये हैं। शासन के निर्देशानुसार ग्राम पंचायतों में कोविड टीकाकरण कार्य प्रभावी रूप से सुनिश्चित करने के लिए नोडल अधिकारी नियुक्त किए गये हैं। https   t co z2km9hS4eG,2021-09-22T14:01:43.000Z,India,निर्देशानुसार टीकाकरण का शतप्रतिशत लक्ष्य जिले में हासिल करने के लिए कलेक्टर श्री रोहित सिंह ने संबंधित अधिकारियों को निर्देश दिये हैं। शासन के निर्देशानुसार ग्राम पंचायतों में कोविड टीकाकरण कार्य प्रभावी रूप से सुनिश्चित करने के लिए नोडल अधिकारी नियुक्त किए गये हैं। https://t.co/z2km9hS4eG,[],[],[],['https://t.co/2Pyg50qauQ'],
1,en,1440653040696979481,978598863274762241, dipro rohtak That s grate,1440655122795679747,False,,2021-09-22T12:32:02.000Z,India,@dipro_rohtak That's grate,[],[],['dipro_rohtak'],[], dipro rohtak That s grate
2,en,1440652617416278026,1253279134194819075, ForsanHindi Visiter can take vaccine in UAE  ,1440653060951343109,False,,2021-09-22T12:23:50.000Z,India,@ForsanHindi Visiter can take vaccine in UAE ?,[],[],['ForsanHindi'],[], ForsanHindi Visiter can take vaccine in UAE  
3,hi,1440590670633181187,4442960369,दूसरी dose का certificate भी upload कर दिया गया । निवेदन है कृपया समस्या का समाधान करायें।,1440590673430781962,False,दूसरी dose का certificate भी upload कर दिया गया । निवेदन है कृपया समस्या का समाधान करायें।,2021-09-22T08:15:56.000Z,India,दूसरी dose का certificate भी upload कर दिया गया । निवेदन है कृपया समस्या का समाधान करायें।,[],[],[],[],
4,en,1440589148000161795,978941133383454726, jabalpurdm When govt  Made vaccinating mandatory  ,1440602416894779395,False,,2021-09-22T09:02:35.000Z,India,@jabalpurdm When govt. Made vaccinating mandatory ?,[],[],['jabalpurdm'],[], jabalpurdm When govt  Made vaccinating mandatory  
5,en,1440369398594736136,1161238247655108609, DPROSARAIKELA  JharkhandCMO  NHM JHARKHAND  DCseraikella Great work from the frontline workers  amp  administration team Well done the peoples of SKWe will beat it to null n void status Requesting to run a cross verification from village level to get a recount of remaining personal and drive a promotional plan for them,1440382241704583182,False,,2021-09-21T18:27:42.000Z,India,"@DPROSARAIKELA @JharkhandCMO @NHM_JHARKHAND @DCseraikella 👌❤👏
Great work from the frontline workers &amp; administration team.
Well done the peoples of SK👍
We will beat it to null-n-void status.
Requesting to run a cross verification from village level to get a recount of remaining personal and drive a promotional plan for them👍","['👏', '❤', '👌', '👍']",[],"['DPROSARAIKELA', 'JharkhandCMO', 'NHM_JHARKHAND', 'DCseraikella']",['https://t.co/7D2J5Tx0hU'], DPROSARAIKELA  JharkhandCMO  NHM JHARKHAND  DCseraikella Great work from the frontline workers  amp  administration team Well done the peoples of SKWe will beat it to null n void status Requesting to run a cross verification from village level to get a recount of remaining personal and drive a promotional plan for them
6,hi,1440350105517887490,817340591046414336, thewirehindi  wamiqshaikh786 आप सभी साथी मेरे को फॉलो करें और हमारी ताकत को बढ़ाएं हम भी सोशल मीडिया पर आपके साथ दिन और रात मेहनत करते हैं RAJUUPMAN14 को सभी साथी फॉलो करें ,1440351164923473933,False, thewirehindi  wamiqshaikh786 आप सभी साथी मेरे को फॉलो करें और हमारी ताकत को बढ़ाएं हम भी सोशल मीडिया पर आपके साथ दिन और रात मेहनत करते हैं RAJUUPMAN14 को सभी साथी फॉलो करें ,2021-09-21T16:24:12.000Z,India,"@thewirehindi @wamiqshaikh786 आप सभी साथी मेरे को फॉलो करें और हमारी ताकत को बढ़ाएं हम भी सोशल मीडिया पर आपके साथ दिन और रात मेहनत करते हैं
@RAJUUPMAN14 को सभी साथी फॉलो करें 🙏🙏",['🙏'],[],"['thewirehindi', 'wamiqshaikh786']",['https://t.co/JDtORwgNFk'],
7,hi,1440335422798761985,982539238901272576,डॉ  मिश्रा ने जिला क्राइसिस मैनेजमेंट एवं ग्राउंड लेबल आपदा प्रबंधन कमेठी से इस कार्य में विशेष सहयोग की अपेक्षा की है। एवं 27 सितम्बर 2021 तक पूर्ण लक्ष्य की प्राप्ती की आशा व्यक्त की है। MPVaccinationMahaAbhiyan3,1440335434249162763,False,डॉ  मिश्रा ने जिला क्राइसिस मैनेजमेंट एवं ग्राउंड लेबल आपदा प्रबंधन कमेठी से इस कार्य में विशेष सहयोग की अपेक्षा की है। एवं 27 सितम्बर 2021 तक पूर्ण लक्ष्य की प्राप्ती की आशा व्यक्त की है। MPVaccinationMahaAbhiyan3,2021-09-21T15:21:42.000Z,India,"डॉ. मिश्रा ने जिला क्राइसिस मैनेजमेंट एवं ग्राउंड लेबल आपदा प्रबंधन कमेठी से इस कार्य में विशेष सहयोग की अपेक्षा की है। एवं 27 सितम्बर 2021 तक पूर्ण लक्ष्य की प्राप्ती की आशा व्यक्त की है।
#MPVaccinationMahaAbhiyan3",[],[],[],['https://t.co/2wWrOKYPy7'],
8,hi,1440335422798761985,982539238901272576,मुख्य चिकित्सा एवं स्वास्थ्य अधिकारी डॉ  अजीत मिश्रा ने जानकारी देते हुये बताया कि कोविड 19 की तीसरी लहर की संभावना को दृष्टिगत रखते हुये। डॉ  मिश्रा ने जिले की जनता से अपील की है कि कोई व्यक्ति कोविड 19 के टीके से छूटा ना रहे यही हमारा और हमारे परिवार का सुरक्षा कवच है।,1440335430491119619,False,मुख्य चिकित्सा एवं स्वास्थ्य अधिकारी डॉ  अजीत मिश्रा ने जानकारी देते हुये बताया कि कोविड 19 की तीसरी लहर की संभावना को दृष्टिगत रखते हुये। डॉ  मिश्रा ने जिले की जनता से अपील की है कि कोई व्यक्ति कोविड 19 के टीके से छूटा ना रहे यही हमारा और हमारे परिवार का सुरक्षा कवच है।,2021-09-21T15:21:41.000Z,India,मुख्य चिकित्सा एवं स्वास्थ्य अधिकारी डॉ. अजीत मिश्रा ने जानकारी देते हुये बताया कि कोविड-19 की तीसरी लहर की संभावना को दृष्टिगत रखते हुये। डॉ. मिश्रा ने जिले की जनता से अपील की है कि कोई व्यक्ति कोविड-19 के टीके से छूटा ना रहे यही हमारा और हमारे परिवार का सुरक्षा कवच है।,[],[],[],['https://t.co/l1HSFRu9ug'],
9,hi,1440335270499389442,972062637952389120,डॉ  मिश्रा ने जिला क्राइसिस मैनेजमेंट एवं ग्राउंड लेबल आपदा प्रबंधन कमेठी से इस कार्य में विशेष सहयोग की अपेक्षा की है। एवं 27 सितम्बर 2021 तक पूर्ण लक्ष्य की प्राप्ती की आशा व्यक्त की है। MPVaccinationMahaAbhiyan3,1440335282117566469,False,डॉ  मिश्रा ने जिला क्राइसिस मैनेजमेंट एवं ग्राउंड लेबल आपदा प्रबंधन कमेठी से इस कार्य में विशेष सहयोग की अपेक्षा की है। एवं 27 सितम्बर 2021 तक पूर्ण लक्ष्य की प्राप्ती की आशा व्यक्त की है। MPVaccinationMahaAbhiyan3,2021-09-21T15:21:06.000Z,India,"डॉ. मिश्रा ने जिला क्राइसिस मैनेजमेंट एवं ग्राउंड लेबल आपदा प्रबंधन कमेठी से इस कार्य में विशेष सहयोग की अपेक्षा की है। एवं 27 सितम्बर 2021 तक पूर्ण लक्ष्य की प्राप्ती की आशा व्यक्त की है।
#MPVaccinationMahaAbhiyan3",[],[],[],['https://t.co/qCy7uEJK0e'],
