,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_es,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,text_en
0,es,1440757007124877321,200979764, GillenOarbe A ver  de algo hay que comer y ella ha encontrado su nicho en ser una friki ,1440758276195377158,False, GillenOarbe A ver  de algo hay que comer y ella ha encontrado su nicho en ser una friki ,2021-09-22T19:21:55.000Z,Mexico,"@GillenOarbe A ver, de algo hay que comer y ella ha encontrado su nicho en ser una friki.",[],[],['GillenOarbe'],[],
1,es,1440757007124877321,200979764, Josancio Es alucinante lo de esta mujer  sigue erre que erre ,1440758048050475014,False, Josancio Es alucinante lo de esta mujer  sigue erre que erre ,2021-09-22T19:21:01.000Z,Mexico,"@Josancio Es alucinante lo de esta mujer, sigue erre que erre.",[],[],['Josancio'],[],
2,es,1440713318902091781,353941519, Azael18A Es una medida  microgramo  Moderna lleva 100 x dosis  Pfizer 30 x dosis aplicada  Eso entiendo  https   t co Rz2kuxHA9D,1440744812693446662,False, Azael18A Es una medida  microgramo  Moderna lleva 100 x dosis  Pfizer 30 x dosis aplicada  Eso entiendo  https   t co Rz2kuxHA9D,2021-09-22T18:28:25.000Z,Mexico,"@Azael18A Es una medida, microgramo. Moderna lleva 100 x dosis, Pfizer 30 x dosis aplicada. Eso entiendo. https://t.co/Rz2kuxHA9D",[],[],['Azael18A'],[],
3,es,1440713318902091781,353941519, gediaz como ejercicio de docencia  por favor dile a mi followers que es ug,1440736812574461962,False, gediaz como ejercicio de docencia  por favor dile a mi followers que es ug,2021-09-22T17:56:38.000Z,Mexico,"@gediaz como ejercicio de docencia, por favor dile a mi followers que es ug",[],[],['gediaz'],[],
4,es,1440699312476852248,1125092218866368512, MatteoAguirre16  LibertaDigital Ya es fascismo digital… ,1440712539420049423,False, MatteoAguirre16  LibertaDigital Ya es fascismo digital… ,2021-09-22T16:20:11.000Z,Mexico,@MatteoAguirre16 @LibertaDigital Ya es fascismo digital….,[],[],"['MatteoAguirre16', 'LibertaDigital']",[],
5,es,1440699312476852248,1125092218866368512, CafentoMori622  LibertaDigital Yo ya desde que comenzó la cacería del dudacionista  Por mi parte se puede ir a la misma mierda   ,1440706445385760784,False, CafentoMori622  LibertaDigital Yo ya desde que comenzó la cacería del dudacionista  Por mi parte se puede ir a la misma mierda   ,2021-09-22T15:55:58.000Z,Mexico,@CafentoMori622 @LibertaDigital Yo ya desde que comenzó la cacería del dudacionista. Por mi parte se puede ir a la misma mierda...,[],[],"['CafentoMori622', 'LibertaDigital']",[],
6,es,1440690184530448388,1256815834904887296, HickenVargas Este ej  marifer9090 hace que la gente no quiera las     ,1440758916300693504,False, HickenVargas Este ej  marifer9090 hace que la gente no quiera las     ,2021-09-22T19:24:28.000Z,Mexico,@HickenVargas Este ej @marifer9090 hace que la gente no quiera las 💉... 😔😔,"['💉', '😔']",[],"['HickenVargas', 'marifer9090']",[],
7,es,1440690184530448388,1256815834904887296, HickenVargas Que belleza  pueden vender veneno  y no son responsables de nada  ¿realmente creen que les importan los efectos secundarios de la si no les pueden demandar  ,1440733005530558466,False, HickenVargas Que belleza  pueden vender veneno  y no son responsables de nada  ¿realmente creen que les importan los efectos secundarios de la si no les pueden demandar  ,2021-09-22T17:41:30.000Z,Mexico,"@HickenVargas ⚠️⚠️⚠️☣️Que belleza, pueden vender veneno ☠️ y no son responsables de nada, ¿realmente creen que les importan los efectos secundarios de la 💉si no les pueden demandar ?","['☣️', '☠️', '💉', '⚠️']",[],['HickenVargas'],['https://t.co/3JQDQcw8Cr'],
8,es,1440687874953809924,63597537, noticias tvperu Que locura y será verdad,1440692807572746247,False, noticias tvperu Que locura y será verdad,2021-09-22T15:01:46.000Z,Mexico,@noticias_tvperu Que locura y será verdad,[],[],['noticias_tvperu'],[],
9,es,1440678602924695557,1358649914507599873, nanyzquivel Te sugiero que investigues  leas  entiendas los conceptos epidemiológicos antes de utilizarlos La estadística está llena de definiciones que no son lógicas al lenguaje Tus interpretaciones van a malinformar a la población que no tiene ni idea de este tema ,1440747194844278799,False, nanyzquivel Te sugiero que investigues  leas  entiendas los conceptos epidemiológicos antes de utilizarlos La estadística está llena de definiciones que no son lógicas al lenguaje Tus interpretaciones van a malinformar a la población que no tiene ni idea de este tema ,2021-09-22T18:37:53.000Z,Mexico,"@nanyzquivel Te sugiero que investigues, leas, entiendas los conceptos epidemiológicos antes de utilizarlos.
La estadística está llena de definiciones que no son lógicas al lenguaje.

Tus interpretaciones van a malinformar a la población que no tiene ni idea de este tema.",[],[],['nanyzquivel'],['https://t.co/haWwKtl2tQ'],
