,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_es,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,text_en
10,es,1441120118826749955,1331953989563412482, AmyHern92417747  Emcomed1 Que maravillosa noticia  les va desencajar la jeta a los gusa,1441122151910686727,False, AmyHern92417747  Emcomed1 Que maravillosa noticia  les va desencajar la jeta a los gusa,2021-09-23T19:27:50.000Z,Mexico,"@AmyHern92417747 @Emcomed1 Que maravillosa noticia, les va desencajar la jeta a los gusa",[],[],"['AmyHern92417747', 'Emcomed1']",[],
11,es,1441120115957776387,1137545221, AndyIHG JAJAJAJAJAJAJAJAJA PLGP  solo con que no tede Rusev y estamos bien ,1441122534439665667,False, AndyIHG JAJAJAJAJAJAJAJAJA PLGP  solo con que no tede Rusev y estamos bien ,2021-09-23T19:29:21.000Z,Mexico,"@AndyIHG JAJAJAJAJAJAJAJAJA PLGP, solo con que no tede Rusev y estamos bien.",[],[],['AndyIHG'],[],
12,es,1441120115957776387,1137545221, WillyQ Voy a ser tan ruso como Lana jajajaja,1441122026622787585,False, WillyQ Voy a ser tan ruso como Lana jajajaja,2021-09-23T19:27:20.000Z,Mexico,@WillyQ Voy a ser tan ruso como Lana jajajaja,[],[],['WillyQ'],[],
13,es,1441120115957776387,1137545221, AndyIHG PERESTROIKA ,1441121512832913408,False, AndyIHG PERESTROIKA ,2021-09-23T19:25:18.000Z,Mexico,@AndyIHG PERESTROIKA!,[],[],['AndyIHG'],[],
14,es,1441119465756712966,2295943555,Requerimos  cumplir con las disposiciones sanitarias emitidas por el COE   no infringir y comprometer a la ACDPUS  Esperando sepan entender y  disculparnos por las molestias ocasionadas ,1441119473423978502,False,Requerimos  cumplir con las disposiciones sanitarias emitidas por el COE   no infringir y comprometer a la ACDPUS  Esperando sepan entender y  disculparnos por las molestias ocasionadas ,2021-09-23T19:17:11.000Z,Mexico,"Requerimos *cumplir con las disposiciones sanitarias emitidas por el COE*, no infringir y comprometer a la ACDPUS. Esperando sepan entender y  disculparnos por las molestias ocasionadas.",[],[],[],['https://t.co/c7P5GBJUCt'],
15,es,1441119465756712966,2295943555,Si un socio estuvo con COVID en estos últimos días debe llevar consigo el certificado de alta epidemiológica  Apelamos también a la RESPONSABILIDAD INDIVIDUAL Y SOCIAL DE TODOS Y CADA UNO ,1441119470974484491,False,Si un socio estuvo con COVID en estos últimos días debe llevar consigo el certificado de alta epidemiológica  Apelamos también a la RESPONSABILIDAD INDIVIDUAL Y SOCIAL DE TODOS Y CADA UNO ,2021-09-23T19:17:11.000Z,Mexico,"Si un socio estuvo con COVID en estos últimos días debe llevar consigo el certificado de alta epidemiológica. 
Apelamos también a la RESPONSABILIDAD INDIVIDUAL Y SOCIAL DE TODOS Y CADA UNO.",[],[],[],['https://t.co/7KSMOrDcRA'],
16,es,1441119465756712966,2295943555,Asimismo contar con la aplicación MI ARGENTINA en el celular o en su defecto el certificado de vacuna ,1441119468915097601,False,Asimismo contar con la aplicación MI ARGENTINA en el celular o en su defecto el certificado de vacuna ,2021-09-23T19:17:10.000Z,Mexico,Asimismo contar con la aplicación MI ARGENTINA en el celular o en su defecto el certificado de vacuna.,[],[],[],[],
17,es,1441119233866276864,714907324494848001, lalylopez506 Bien ,1441120300960153601,False, lalylopez506 Bien ,2021-09-23T19:20:29.000Z,Mexico,@lalylopez506 Bien 👍🏻✌🏻👏🏻,"['✌🏻', '👍🏻', '👏🏻']",[],['lalylopez506'],[],
18,es,1441119168560959495,1403074582261682180, Jmacosta28 Jajaja hablando huevadas como siempre Anda a chuparle la chulapi a Castillo y a cerron,1441122043173343242,False, Jmacosta28 Jajaja hablando huevadas como siempre Anda a chuparle la chulapi a Castillo y a cerron,2021-09-23T19:27:24.000Z,Mexico,"@Jmacosta28 Jajaja hablando huevadas como siempre 
Anda a chuparle la chulapi a Castillo y a cerron",[],[],['Jmacosta28'],[],
19,es,1441119168560959495,1403074582261682180, Jmacosta28 Ya lo acomodaste luego de escribir tonterías en tu primer tweet  Parece que te tomas tu propia pichi ,1441120571018801160,False, Jmacosta28 Ya lo acomodaste luego de escribir tonterías en tu primer tweet  Parece que te tomas tu propia pichi ,2021-09-23T19:21:33.000Z,Mexico,@Jmacosta28 Ya lo acomodaste luego de escribir tonterías en tu primer tweet. Parece que te tomas tu propia pichi.🤣,['🤣'],[],['Jmacosta28'],[],
20,es,1441118921528987656,1115538035167330304, NiusDiario ¿De verdad  https   t co qQInEa4xa9,1441122051285143553,False, NiusDiario ¿De verdad  https   t co qQInEa4xa9,2021-09-23T19:27:26.000Z,Mexico,@NiusDiario ¿De verdad? https://t.co/qQInEa4xa9,[],[],['NiusDiario'],['https://t.co/qQInEa4xa9'],
21,es,1441118882450722819,1141149248009986049,con kien me beso ahora  ahre,1441119017847037954,False,con kien me beso ahora  ahre,2021-09-23T19:15:23.000Z,Mexico,con kien me beso ahora? ahre,[],[],[],[],
22,es,1441118863484067840,69500480, kyraline  BASalud Con mas razon entonces anda con el celular a un vacunatorio y si tienen  la vacunan  sino tienen  la reprograman,1441121156350636034,False, kyraline  BASalud Con mas razon entonces anda con el celular a un vacunatorio y si tienen  la vacunan  sino tienen  la reprograman,2021-09-23T19:23:53.000Z,Mexico,"@kyraline @BASalud Con mas razon entonces anda con el celular a un vacunatorio y si tienen, la vacunan, sino tienen, la reprograman",[],[],"['kyraline', 'BASalud']",[],
23,es,1441118863484067840,69500480, meddle2010  BASalud Solo vacunan en la Rural y en el centro islámico  son los únicos vacunatorios disponibles para menores riesgo  de hecho así se llaman  Voy a tener q seguir tu consejo e ir hasta allá ,1441120778674532354,False, meddle2010  BASalud Solo vacunan en la Rural y en el centro islámico  son los únicos vacunatorios disponibles para menores riesgo  de hecho así se llaman  Voy a tener q seguir tu consejo e ir hasta allá ,2021-09-23T19:22:23.000Z,Mexico,"@meddle2010 @BASalud Solo vacunan en la Rural y en el centro islámico, son los únicos vacunatorios disponibles para menores riesgo, de hecho así se llaman. 
Voy a tener q seguir tu consejo e ir hasta allá.",[],[],"['meddle2010', 'BASalud']",['https://t.co/X9t7lzFzby'],
24,es,1441118863484067840,69500480, meddle2010  BASalud Llame y ni bola  mande mail a consultavacunacovid buenosaires gob ar  me comunique c  basalud y me dijeron q me iba a llegar nuevo link  tuve q suspender xq había sospecha de covid que x suerte no fue  sigo esperando ,1441120166683709443,False, meddle2010  BASalud Llame y ni bola  mande mail a consultavacunacovid buenosaires gob ar  me comunique c  basalud y me dijeron q me iba a llegar nuevo link  tuve q suspender xq había sospecha de covid que x suerte no fue  sigo esperando ,2021-09-23T19:19:57.000Z,Mexico,"@meddle2010 @BASalud Llame y ni bola, mande mail a consultavacunacovid@buenosaires.gob.ar, me comunique c @basalud y me dijeron q me iba a llegar nuevo link, tuve q suspender xq había sospecha de covid que x suerte no fue, sigo esperando.",[],[],"['meddle2010', 'BASalud', 'BASalud']",['https://t.co/37ML1DhgJ1'],
25,es,1441118863484067840,69500480, kyraline  BASalud Llama al 147  Y sino anda al vacunatorio mas cercano q ellos te arreglan el turno si estas pasada de fecha,1441119495716683789,False, kyraline  BASalud Llama al 147  Y sino anda al vacunatorio mas cercano q ellos te arreglan el turno si estas pasada de fecha,2021-09-23T19:17:17.000Z,Mexico,@kyraline @BASalud Llama al 147. Y sino anda al vacunatorio mas cercano q ellos te arreglan el turno si estas pasada de fecha,[],[],"['kyraline', 'BASalud']",[],
26,es,1441118156487987206,976131913, EduardoAlbLeon Jajajajajajajaja en breves recupero la libertad y voy directo a romperte las pelotas,1441121527601192960,False, EduardoAlbLeon Jajajajajajajaja en breves recupero la libertad y voy directo a romperte las pelotas,2021-09-23T19:25:21.000Z,Mexico,@EduardoAlbLeon Jajajajajajajaja en breves recupero la libertad y voy directo a romperte las pelotas,[],[],['EduardoAlbLeon'],[],
27,es,1441118156487987206,976131913, MelanieBuffa Para nada rebelde sos vos   que por ir a clandestinas ahora estas aislada con covid y no podes terminar tus practicas ,1441121157554581504,False, MelanieBuffa Para nada rebelde sos vos   que por ir a clandestinas ahora estas aislada con covid y no podes terminar tus practicas ,2021-09-23T19:23:53.000Z,Mexico,"@MelanieBuffa Para nada rebelde sos vos , que por ir a clandestinas ahora estas aislada con covid y no podes terminar tus practicas.",[],[],['MelanieBuffa'],[],
28,es,1441118156487987206,976131913, EduardoAlbLeon Ay pero que rebelde,1441119376736854017,False, EduardoAlbLeon Ay pero que rebelde,2021-09-23T19:16:48.000Z,Mexico,@EduardoAlbLeon Ay pero que rebelde,[],[],['EduardoAlbLeon'],[],
29,en,1441117791147343872,151078166, SinohuiAlexis Same ,1441120717722963973,False,,2021-09-23T19:22:08.000Z,Mexico,@SinohuiAlexis Same 😪😪,['😪'],[],['SinohuiAlexis'],[], SinohuiAlexis Same 
30,es,1441117791147343872,151078166, zeldalune X2  solo siento un putazo en el brazo ,1441120592422322182,False, zeldalune X2  solo siento un putazo en el brazo ,2021-09-23T19:21:38.000Z,Mexico,"@zeldalune X2, solo siento un putazo en el brazo 😂",['😂'],[],['zeldalune'],[],
31,es,1441117676621877253,138139112, GeorgetteTop Muchas gracias por estar pendiente de nosotros que Dios te bendiga,1441120123172102144,False, GeorgetteTop Muchas gracias por estar pendiente de nosotros que Dios te bendiga,2021-09-23T19:19:46.000Z,Mexico,@GeorgetteTop Muchas gracias por estar pendiente de nosotros que Dios te bendiga,[],[],['GeorgetteTop'],[],
32,es,1441117434937700362,7518922, mesch Creo que fui el primero  merezco el reconocimiento ,1441117882855804938,False, mesch Creo que fui el primero  merezco el reconocimiento ,2021-09-23T19:10:52.000Z,Mexico,"@mesch Creo que fui el primero, merezco el reconocimiento.",[],[],['mesch'],[],
33,es,1441117434937700362,7518922,Ariel eres único e irrepetible9 https   t co RxS2wTh9bd,1441117632795602953,False,Ariel eres único e irrepetible9 https   t co RxS2wTh9bd,2021-09-23T19:09:52.000Z,Mexico,"Ariel eres único e irrepetible
9 https://t.co/RxS2wTh9bd",[],[],[],[],
34,es,1441117306730409989,472377759, cuchibeibi Mi solo un “caminele rápido por favor…”,1441117526813933568,False, cuchibeibi Mi solo un “caminele rápido por favor…”,2021-09-23T19:09:27.000Z,Mexico,@cuchibeibi Mi solo un “caminele rápido por favor…”,[],[],['cuchibeibi'],[],
35,en,1441117281287749645,151569887, mundopiruuu Beautiful artwork ,1441122694179680263,False,,2021-09-23T19:29:59.000Z,Mexico,@mundopiruuu Beautiful artwork 🖼,['🖼'],[],['mundopiruuu'],[], mundopiruuu Beautiful artwork 
36,es,1441117042799566848,144689281, pauletta sofia  EduardoClark Los que fuimos vacunados con Cansino  ni siquiera se puede bajar algo ,1441120421147918358,False, pauletta sofia  EduardoClark Los que fuimos vacunados con Cansino  ni siquiera se puede bajar algo ,2021-09-23T19:20:57.000Z,Mexico,"@pauletta_sofia @EduardoClark Los que fuimos vacunados con Cansino, ni siquiera se puede bajar algo!",[],[],"['pauletta_sofia', 'EduardoClark']",[],
37,es,1441117042799566848,144689281, pauletta sofia  EduardoClark Es tema de la secretaria de salud federal  la CDMX no emite certificado ,1441120110664511488,False, pauletta sofia  EduardoClark Es tema de la secretaria de salud federal  la CDMX no emite certificado ,2021-09-23T19:19:43.000Z,Mexico,"@pauletta_sofia @EduardoClark Es tema de la secretaria de salud federal, la CDMX no emite certificado.",[],[],"['pauletta_sofia', 'EduardoClark']",[],
38,es,1441117042799566848,144689281, pauletta sofia  EduardoClark Perdón que me cuele a esta conversación  pero mi papá necesita el suyo justamente y el sistema le dice que su CURP no está registrada  Ya intentamos arreglar los datos y nada  ,1441117478021591046,False, pauletta sofia  EduardoClark Perdón que me cuele a esta conversación  pero mi papá necesita el suyo justamente y el sistema le dice que su CURP no está registrada  Ya intentamos arreglar los datos y nada  ,2021-09-23T19:09:16.000Z,Mexico,"@pauletta_sofia @EduardoClark Perdón que me cuele a esta conversación, pero mi papá necesita el suyo justamente y el sistema le dice que su CURP no está registrada. Ya intentamos arreglar los datos y nada. 😨",['😨'],[],"['pauletta_sofia', 'EduardoClark']",['https://t.co/xOXJkIEvQh'],
39,es,1441117009484267528,321530950, HuesoCastigador Si  fíjate que la primera no me dio nada   solo mucho sueño y dolor en el brazo   pero esta si me boto   me el martes  y me dio fiebre desde la tarde hasta ayer en la noche se me quitó de 39 no me bajaba   jue horrible  Ya hoy estoy mejor  solo un poco de dolor de brazo,1441119425839566848,False, HuesoCastigador Si  fíjate que la primera no me dio nada   solo mucho sueño y dolor en el brazo   pero esta si me boto   me el martes  y me dio fiebre desde la tarde hasta ayer en la noche se me quitó de 39 no me bajaba   jue horrible  Ya hoy estoy mejor  solo un poco de dolor de brazo,2021-09-23T19:17:00.000Z,Mexico,"@HuesoCastigador Si, fíjate que la primera no me dio nada.. solo mucho sueño y dolor en el brazo.. pero esta si me boto! 🥺🥺😭 me el martes, y me dio fiebre desde la tarde hasta ayer en la noche se me quitó de 39 no me bajaba.. jue horrible. Ya hoy estoy mejor, solo un poco de dolor de brazo","['😭', '🥺']",[],['HuesoCastigador'],['https://t.co/vjuvkpNiWu'],
40,es,1441117009484267528,321530950, TellMe Chuwie  a mi fiebre no me dio pero si como migraña  dolor de cuerpo y estoy congestionada  Ya estás mejor ,1441118671359725573,False, TellMe Chuwie  a mi fiebre no me dio pero si como migraña  dolor de cuerpo y estoy congestionada  Ya estás mejor ,2021-09-23T19:14:00.000Z,Mexico,"@TellMe_Chuwie 😵 a mi fiebre no me dio pero si como migraña, dolor de cuerpo y estoy congestionada. Ya estás mejor?",['😵'],[],['TellMe_Chuwie'],[],
41,es,1441117009484267528,321530950, HuesoCastigador Yo morí de fiebre 24 horas… ,1441117550293630993,False, HuesoCastigador Yo morí de fiebre 24 horas… ,2021-09-23T19:09:33.000Z,Mexico,@HuesoCastigador Yo morí de fiebre 24 horas… 🥲🥲🥲,['🥲'],[],['HuesoCastigador'],[],
42,es,1441117003649982466,18898168, Radio10 En que epoca fue ,1441122537870708736,False, Radio10 En que epoca fue ,2021-09-23T19:29:22.000Z,Mexico,@Radio10 En que epoca fue?,[],[],['Radio10'],[],
43,es,1441117003649982466,18898168, Radio10 YO TENGO 8 DE ESAS,1441119746288545798,False, Radio10 YO TENGO 8 DE ESAS,2021-09-23T19:18:16.000Z,Mexico,@Radio10 YO TENGO 8 DE ESAS,[],[],['Radio10'],[],
44,es,1441116905545211906,53599377,Yo creo que no me pusieron nada con ninguna de las 3 dosis y me tienen en la parte eerimental con placebo ,1441117052597506051,False,Yo creo que no me pusieron nada con ninguna de las 3 dosis y me tienen en la parte eerimental con placebo ,2021-09-23T19:07:34.000Z,Mexico,Yo creo que no me pusieron nada con ninguna de las 3 dosis y me tienen en la parte experimental con placebo :(,"['xp', ':(']",[],[],[],
45,es,1441116818643374090,605712277, jgmondragon25  QroBienestar  RobertSosaP  PCCorregidora1  SSalud Qro  ADNQro Buenas tardes  Estamos en espera de información por parte de  QroBienestar   encargados de las jornadas de vacunación ,1441122539212873731,False, jgmondragon25  QroBienestar  RobertSosaP  PCCorregidora1  SSalud Qro  ADNQro Buenas tardes  Estamos en espera de información por parte de  QroBienestar   encargados de las jornadas de vacunación ,2021-09-23T19:29:22.000Z,Mexico,"@jgmondragon25 @QroBienestar @RobertSosaP @PCCorregidora1 @SSalud_Qro @ADNQro Buenas tardes. Estamos en espera de información por parte de @QroBienestar , encargados de las jornadas de vacunación.",[],[],"['jgmondragon25', 'QroBienestar', 'RobertSosaP', 'PCCorregidora1', 'SSalud_Qro', 'ADNQro']",['https://t.co/DcCJEvHl5E'],
46,es,1441116575017304068,242979078, juancarlossaid Pero en la práctica no se cumplen esos plazos  verdad  Yo cumplo esos 4 meses en 2 días  pero aún no me corresponde la dosis de refuerzo ,1441124497159974916,False, juancarlossaid Pero en la práctica no se cumplen esos plazos  verdad  Yo cumplo esos 4 meses en 2 días  pero aún no me corresponde la dosis de refuerzo ,2021-09-23T19:37:09.000Z,Mexico,"@juancarlossaid Pero en la práctica no se cumplen esos plazos, verdad? Yo cumplo esos 4 meses en 2 días, pero aún no me corresponde la dosis de refuerzo.",[],[],['juancarlossaid'],['https://t.co/ja0UTedjhb'],
47,es,1441116575017304068,242979078, juancarlossaid Hola Dr  Said Varias personas de la 3era edad han sufrido graves inconvenientes con la Astrateca ¿hay alguna forma de prevenirlos Muchas gracias,1441117644170481664,False, juancarlossaid Hola Dr  Said Varias personas de la 3era edad han sufrido graves inconvenientes con la Astrateca ¿hay alguna forma de prevenirlos Muchas gracias,2021-09-23T19:09:55.000Z,Mexico,"@juancarlossaid Hola Dr. Said,
Varias personas de la 3era edad han sufrido graves inconvenientes con la Astrateca.
¿hay alguna forma de prevenirlos?
Muchas gracias",[],[],['juancarlossaid'],['https://t.co/GK6GxgkwHX'],
48,es,1441116346389983235,78201907, Latina Noticias Deben de ser los fujiapristas enquistados en todas las instituciones ,1441117441266909192,False, Latina Noticias Deben de ser los fujiapristas enquistados en todas las instituciones ,2021-09-23T19:09:07.000Z,Mexico,@Latina_Noticias Deben de ser los fujiapristas enquistados en todas las instituciones.,[],[],['Latina_Noticias'],[],
49,es,1441116196477161476,2842962638, Zeida Muiba Jaja es diferente    pero si pega  hoy salí a hacer el compost y volví toda mareada JaJaJaja,1441125444246376451,False, Zeida Muiba Jaja es diferente    pero si pega  hoy salí a hacer el compost y volví toda mareada JaJaJaja,2021-09-23T19:40:55.000Z,Mexico,"@Zeida_Muiba Jaja es diferente....pero si pega, hoy salí a hacer el compost y volví toda mareada JaJaJaja",[],[],['Zeida_Muiba'],[],
50,es,1441116196477161476,2842962638, MartinezPitty Si la primera me hizo mierda no me quiero imaginar la segunda jajajaja pero bueno aprovecharé para llorar de todo yie ,1441124568723189760,False, MartinezPitty Si la primera me hizo mierda no me quiero imaginar la segunda jajajaja pero bueno aprovecharé para llorar de todo yie ,2021-09-23T19:37:26.000Z,Mexico,@MartinezPitty Si la primera me hizo mierda no me quiero imaginar la segunda jajajaja pero bueno aprovecharé para llorar de todo yie 😂,['😂'],[],['MartinezPitty'],[],
51,es,1441116143532457997,635001602, sxnhxchx Yo solo me dormí un rato en la tarde ,1441117293455429639,False, sxnhxchx Yo solo me dormí un rato en la tarde ,2021-09-23T19:08:32.000Z,Mexico,@sxnhxchx Yo solo me dormí un rato en la tarde :(,[':('],[],['sxnhxchx'],[],
52,es,1441116055317794817,47672271, mariaeandrade  LuchoJacobsen  MinSaludCol En tiempos en que toda comunicación es digital o virtual  debe ser un certificado muuuy sofisticado para que se demore tantos días  A ese cuento le falta un pedazo  Ojalá no sea que hay dudas de la calidad de las vacunas recibidas  como ocurrió en España ,1441119910453678093,False, mariaeandrade  LuchoJacobsen  MinSaludCol En tiempos en que toda comunicación es digital o virtual  debe ser un certificado muuuy sofisticado para que se demore tantos días  A ese cuento le falta un pedazo  Ojalá no sea que hay dudas de la calidad de las vacunas recibidas  como ocurrió en España ,2021-09-23T19:18:56.000Z,Mexico,"@mariaeandrade @LuchoJacobsen @MinSaludCol En tiempos en que toda comunicación es digital o virtual, debe ser un certificado muuuy sofisticado para que se demore tantos días. A ese cuento le falta un pedazo. Ojalá no sea que hay dudas de la calidad de las vacunas recibidas, como ocurrió en España.",[],[],"['mariaeandrade', 'LuchoJacobsen', 'MinSaludCol']",['https://t.co/Emvd2rKVuf'],
53,es,1441116055317794817,47672271, AlbaLu2012  LuchoJacobsen  MinSaludCol Si falto un certificado que no mando Moderna no es el ministerio  Llega mañana,1441119019784835075,False, AlbaLu2012  LuchoJacobsen  MinSaludCol Si falto un certificado que no mando Moderna no es el ministerio  Llega mañana,2021-09-23T19:15:23.000Z,Mexico,@AlbaLu2012 @LuchoJacobsen @MinSaludCol Si falto un certificado que no mando Moderna no es el ministerio. Llega mañana,[],[],"['AlbaLu2012', 'LuchoJacobsen', 'MinSaludCol']",[],
54,es,1441116055317794817,47672271, mariaeandrade  LuchoJacobsen  MinSaludCol Eso es lo que dicen  yo no les creo  Debe haber un problema mayor ,1441118598651527172,False, mariaeandrade  LuchoJacobsen  MinSaludCol Eso es lo que dicen  yo no les creo  Debe haber un problema mayor ,2021-09-23T19:13:43.000Z,Mexico,"@mariaeandrade @LuchoJacobsen @MinSaludCol Eso es lo que dicen, yo no les creo. Debe haber un problema mayor.",[],[],"['mariaeandrade', 'LuchoJacobsen', 'MinSaludCol']",[],
55,es,1441116055317794817,47672271, LuchoJacobsen  MinSaludCol Llegaron pero no llegó un certificado,1441117410036051972,False, LuchoJacobsen  MinSaludCol Llegaron pero no llegó un certificado,2021-09-23T19:08:59.000Z,Mexico,@LuchoJacobsen @MinSaludCol Llegaron pero no llegó un certificado,[],[],"['LuchoJacobsen', 'MinSaludCol']",[],
56,es,1441116013668356099,3384306196, ArriolaSr Encuentras enlaces en google y si no lo encuentras  o no tienes tiempo  tenemos servicio de localización de enlaces científicos  Puedes solicitar el servicio en nuestro whatsapp  El costo es por enlace y generalmente los suministramos en Inglés  Saludos ,1441119153604083713,False, ArriolaSr Encuentras enlaces en google y si no lo encuentras  o no tienes tiempo  tenemos servicio de localización de enlaces científicos  Puedes solicitar el servicio en nuestro whatsapp  El costo es por enlace y generalmente los suministramos en Inglés  Saludos ,2021-09-23T19:15:55.000Z,Mexico,"@ArriolaSr Encuentras enlaces en google y si no lo encuentras, o no tienes tiempo, tenemos servicio de localización de enlaces científicos. Puedes solicitar el servicio en nuestro whatsapp. El costo es por enlace y generalmente los suministramos en Inglés. Saludos!",[],[],['ArriolaSr'],['https://t.co/73ECewkcAS'],
57,es,1441116013668356099,3384306196, PolucionBogota Podría poner la dirección a esos datos es que no los encuentro ,1441117339605364746,False, PolucionBogota Podría poner la dirección a esos datos es que no los encuentro ,2021-09-23T19:08:43.000Z,Mexico,@PolucionBogota Podría poner la dirección a esos datos es que no los encuentro.,[],[],['PolucionBogota'],[],
58,es,1441115978331344900,1297022291692400648, CesarVargas221 Graciaas ,1441125440874115099,False, CesarVargas221 Graciaas ,2021-09-23T19:40:54.000Z,Mexico,@CesarVargas221 Graciaas!,[],[],['CesarVargas221'],[],
59,es,1441115978331344900,1297022291692400648, Thorul Corp Gracias  ,1441125394988482569,False, Thorul Corp Gracias  ,2021-09-23T19:40:43.000Z,Mexico,@Thorul_Corp Gracias!!,[],[],['Thorul_Corp'],[],
60,es,1441115978331344900,1297022291692400648, frostyluthor Que genial  felicidades,1441123911601561603,False, frostyluthor Que genial  felicidades,2021-09-23T19:34:49.000Z,Mexico,"@frostyluthor Que genial, felicidades",[],[],['frostyluthor'],[],
61,es,1441115978331344900,1297022291692400648, frostyluthor Qué bueno  felicidades,1441122798689153025,False, frostyluthor Qué bueno  felicidades,2021-09-23T19:30:24.000Z,Mexico,"@frostyluthor Qué bueno, felicidades",[],[],['frostyluthor'],[],
62,es,1441115978331344900,1297022291692400648, super rashel24 Gracias ,1441118817447399424,False, super rashel24 Gracias ,2021-09-23T19:14:35.000Z,Mexico,@super_rashel24 Gracias 💜,['💜'],[],['super_rashel24'],[],
63,es,1441115978331344900,1297022291692400648, frostyluthor Que bien  felicidades ,1441118433030983688,False, frostyluthor Que bien  felicidades ,2021-09-23T19:13:03.000Z,Mexico,"@frostyluthor Que bien, felicidades 😁",['😁'],[],['frostyluthor'],[],
64,es,1441115443930959874,95648603,     Me mandaron hasta calendario y links ,1441118647808774144,False,     Me mandaron hasta calendario y links ,2021-09-23T19:13:54.000Z,Mexico,🌟 🌟 🌟 🌟 🌟 Me mandaron hasta calendario y links 😊😊,"['😊', '🌟']",[],[],[],
65,es,1441115311244120073,228590200, daniel velasco5 Ojalá no te toque hoy enlaces ya valistejajajaaj,1441118262612221955,False, daniel velasco5 Ojalá no te toque hoy enlaces ya valistejajajaaj,2021-09-23T19:12:23.000Z,Mexico,"@daniel_velasco5 Ojalá no te toque hoy enlaces ya valiste
jajajaaj",[],[],['daniel_velasco5'],[],
66,es,1441115311244120073,228590200, daniel velasco5 No justifiques la hueva con la vacuna  Jajajajja,1441116241142304786,False, daniel velasco5 No justifiques la hueva con la vacuna  Jajajajja,2021-09-23T19:04:21.000Z,Mexico,@daniel_velasco5 No justifiques la hueva con la vacuna. Jajajajja😎,['😎'],[],['daniel_velasco5'],[],
