,tweet_lang,verified,id,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,country,text_es,tweet_date
0,es,False,1441141868331298828,"Estoy muy feliz!
Al fin tengo mi dosis de refuerzo.
Fui a la aldea del encuentro de la @MuniLaReina
demasiado expedito y buena atención.
*Se los dejo como dato! 
#Vacunate
#AntivacunasLosPaseo
#VacunaCOVID19 https://t.co/OArT13FMER https://t.co/sQgqvRsG7k",['xp'],"['Vacunate', 'AntivacunasLosPaseo', 'VacunaCOVID19']",['MuniLaReina'],['https://t.co/OArT13FMER'],Mexico,Estoy muy feliz Al fin tengo mi dosis de refuerzo Fui a la aldea del encuentro de la  MuniLaReinademasiado eedito y buena atención  Se los dejo como dato   Vacunate AntivacunasLosPaseo VacunaCOVID19 https   t co OArT13FMER https   t co sQgqvRsG7k,2021-09-23 21:00:00
1,es,False,1441141433692352520,"#Actualización
#VacunaCOVID19

Además, Jorge Cifuentes director de salud de la Policía Nacional Civil, aseguró que el día de mañana 24 de septiembre, inició la vacunación de segunda dosis para los agentes de la #PNC que aún no cuenten con el esquema completo.

@AngelE_Perea https://t.co/F7s7mszRrE",[],"['Actualización', 'VacunaCOVID19', 'PNC']",['AngelE_Perea'],[],Mexico, Actualización VacunaCOVID19Además  Jorge Cifuentes director de salud de la Policía Nacional Civil  aseguró que el día de mañana 24 de septiembre  inició la vacunación de segunda dosis para los agentes de la  PNC que aún no cuenten con el esquema completo  AngelE Perea https   t co F7s7mszRrE,2021-09-23 21:00:00
2,es,False,1441141424053899268,"#Actualización
#VacunaCOVID19

Inicia vacunación contra COVID19 con segunda dosis de la marca Pfizer, frente al Palacio Nacional de la Cultura en la zona 1 capitalina.

Según Jorge Cifuentes director de salud de la Policía Nacional Civil.

Vía @AngelE_Perea https://t.co/bExN0IAzFq",[],"['Actualización', 'VacunaCOVID19']",['AngelE_Perea'],[],Mexico, Actualización VacunaCOVID19Inicia vacunación contra COVID19 con segunda dosis de la marca Pfizer  frente al Palacio Nacional de la Cultura en la zona 1 capitalina Según Jorge Cifuentes director de salud de la Policía Nacional Civil Vía  AngelE Perea https   t co bExN0IAzFq,2021-09-23 21:00:00
3,es,False,1441138900395651077,"#Azogues | Francisco Terán. “Me siento muy contento de recibir la #VacunaCOVID19, tendré la oportunidad de regresar a clases presenciales y de compartir con mis amigos y compañeros. #JuntosLoLogramos https://t.co/PXB8iMnSYP",[],"['Azogues', 'VacunaCOVID19', 'JuntosLoLogramos']",[],[],Mexico, Azogues   Francisco Terán  “Me siento muy contento de recibir la  VacunaCOVID19  tendré la oportunidad de regresar a clases presenciales y de compartir con mis amigos y compañeros   JuntosLoLogramos https   t co PXB8iMnSYP,2021-09-23 21:00:00
4,es,False,1441138025971388419,"Los que tiene las dos dosis de la  vacuna sputnik, podrán entrar a los boliches???
Enviando......
#Sputnik #VacunaCOVID19 #boliches #MinisterioDeSalud https://t.co/eCxx97dcya",[],"['Sputnik', 'VacunaCOVID19', 'boliches', 'MinisterioDeSalud']",[],[],Mexico,Los que tiene las dos dosis de la  vacuna sputnik  podrán entrar a los boliches   Enviando       Sputnik  VacunaCOVID19  boliches  MinisterioDeSalud https   t co eCxx97dcya,2021-09-23 21:00:00
5,es,False,1441137823302578189,"Alberto y Cristina Fernández mandaban a traer dosis a Rusia porque los rusos temen traerlas y contagiarse en Argentina donde aplican Sputnik
-
Rusos comienzan a viajar al exterior para vacunarse c #Pfizer ante falta d aprobación d Sputnik V https://t.co/pfzrg0wgKQ
#vacunacovid19",[],"['Pfizer', 'vacunacovid19']",[],['https://t.co/pfzrg0wgKQ'],Mexico,Alberto y Cristina Fernández mandaban a traer dosis a Rusia porque los rusos temen traerlas y contagiarse en Argentina donde aplican Sputnik Rusos comienzan a viajar al exterior para vacunarse c  Pfizer ante falta d aprobación d Sputnik V https   t co pfzrg0wgKQ vacunacovid19,2021-09-23 21:00:00
6,es,False,1441136041436454916,#Macas | Adolescentes de la Unidad Educativa Particular Emanuel se benefician con la primera dosis de la #VacunaCOVID19. De esta manera trabajamos por el bienestar de la juventud amazónica.  #SíALaVacuna #JuntosLoLogramos https://t.co/fBgZJqqDNh,[],"['Macas', 'VacunaCOVID19', 'SíALaVacuna', 'JuntosLoLogramos']",[],[],Mexico, Macas   Adolescentes de la Unidad Educativa Particular Emanuel se benefician con la primera dosis de la  VacunaCOVID19  De esta manera trabajamos por el bienestar de la juventud amazónica    SíALaVacuna  JuntosLoLogramos https   t co fBgZJqqDNh,2021-09-23 20:00:00
7,es,False,1441131053918265348,"#vacunacovid19 🇵🇪
🔴13,8% no se vacunaría por tres razones principalmente:
1️⃣Dudas sobre la efectividad de la vacuna
2️⃣Una percepción de menor riesgo a enfermarse de #COVID19
3️⃣Desinformación en torno a la vacuna

#Encuesta 
Centro de Investigación de la Universidad del Pacífico https://t.co/gD8DUEPzS2 https://t.co/lXx31tO1Zo","['🔴', '3️⃣', '2️⃣', '🇵🇪', '1️⃣', '8D']","['vacunacovid19', 'COVID19', 'Encuesta']",[],['https://t.co/gD8DUEPzS2'],Mexico, vacunacovid19 13 8  no se vacunaría por tres razones principalmente Dudas sobre la efectividad de la vacunaUna percepción de menor riesgo a enfermarse de  COVID19Desinformación en torno a la vacuna Encuesta Centro de Investigación de la Universidad del Pacífico https   t co gDUEPzS2 https   t co lXx31tO1Zo,2021-09-23 20:00:00
8,es,False,1441129878020149267,"#Durán | Continuamos con el #PlanVacunación inoculando en las unidades educativas a los alumnos de 12 a 17 años y en los Centros de Salud a los usuarios en general con primera y segunda dosis de la #VacunaCOVID19. 

#JuntosLoLogramos https://t.co/y8gDg5HPUS",[],"['Durán', 'PlanVacunación', 'VacunaCOVID19', 'JuntosLoLogramos']",[],[],Mexico, Durán   Continuamos con el  PlanVacunación inoculando en las unidades educativas a los alumnos de 12 a 17 años y en los Centros de Salud a los usuarios en general con primera y segunda dosis de la  VacunaCOVID19   JuntosLoLogramos https   t co y8gDg5HPUS,2021-09-23 20:00:00
9,es,False,1441126471607599104,"#Salud #VacunaCOVID19 | Colombia pasó el tercer pico de la pandemia, con la presencia de una variante originada en el país, le contamos más detalles
https://t.co/TkUHag0oUT",[],"['Salud', 'VacunaCOVID19']",[],['https://t.co/TkUHag0oUT'],Mexico, Salud  VacunaCOVID19   Colombia pasó el tercer pico de la pandemia  con la presencia de una variante originada en el país  le contamos más detalleshttps   t co TkUHag0oUT,2021-09-23 20:00:00
