,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_en,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,text_es,text_hi
49,en,1440685566111232000,803694179079458816, VP  BorisJohnson Boris knows this woman is an imposter  Wait for all the “trends” on global country health scandals that are starting to appear  Thousands have been impacted  negatively  due to a lack of treatment  Ask yourself why  Try doing your own research  find out the truth and react ,1440996853865058312,False, VP  BorisJohnson Boris knows this woman is an imposter  Wait for all the “trends” on global country health scandals that are starting to appear  Thousands have been impacted  negatively  due to a lack of treatment  Ask yourself why  Try doing your own research  find out the truth and react ,2021-09-23T11:09:57.000Z,USA,"@VP @BorisJohnson Boris knows this woman is an imposter! Wait for all the “trends” on global/country health scandals that are starting to appear. Thousands have been impacted (negatively) due to a lack of treatment. Ask yourself why? Try doing your own research, find out the truth and react!",[],[],"['VP', 'BorisJohnson']",['https://t.co/46q0TNhZ1Z'],,
50,en,1440685566111232000,803694179079458816, VP  BorisJohnson Thanks,1440996662948687876,False, VP  BorisJohnson Thanks,2021-09-23T11:09:11.000Z,USA,@VP @BorisJohnson Thanks,[],[],"['VP', 'BorisJohnson']",[],,
51,en,1440685566111232000,803694179079458816, VP  BorisJohnson please watch them and share them I m targeted individual by directed energy weapons Please help me  https   t co ip02KXyQtehttps   t co qP6jdy7iVA https   t co qOtgcIHG6sThanks a lot,1440984024797913090,False, VP  BorisJohnson please watch them and share them I m targeted individual by directed energy weapons Please help me  https   t co ip02KXyQtehttps   t co qP6jdy7iVA https   t co qOtgcIHG6sThanks a lot,2021-09-23T10:18:58.000Z,USA,"@VP @BorisJohnson please watch them and share them!
I'm targeted individual by directed energy weapons!
Please help me! 
https://t.co/ip02KXyQte

https://t.co/qP6jdy7iVA 

https://t.co/qOtgcIHG6s

Thanks a lot",[],[],"['VP', 'BorisJohnson']",['https://t.co/VzwAIIx2XV'],,
52,en,1440685566111232000,803694179079458816, VP  BorisJohnson https   t co bE65EUs09Rplease watch them and share them I m targeted individual by directed energy weapons Please help me  https   t co ip02KXyQtehttps   t co qP6jdy7iVA https   t co qOtgcIHG6shttps   t co yUsJlyN8Z4Thanks a lothttps   t co 19L9g4U3Q3,1440983972809519106,False, VP  BorisJohnson https   t co bE65EUs09Rplease watch them and share them I m targeted individual by directed energy weapons Please help me  https   t co ip02KXyQtehttps   t co qP6jdy7iVA https   t co qOtgcIHG6shttps   t co yUsJlyN8Z4Thanks a lothttps   t co 19L9g4U3Q3,2021-09-23T10:18:45.000Z,USA,"@VP @BorisJohnson https://t.co/bE65EUs09R

please watch them and share them!
I'm targeted individual by directed energy weapons!
Please help me! 
https://t.co/ip02KXyQte

https://t.co/qP6jdy7iVA 

https://t.co/qOtgcIHG6s

https://t.co/yUsJlyN8Z4

Thanks a lot

https://t.co/19L9g4U3Q3",[],[],"['VP', 'BorisJohnson']","['https://t.co/bE65EUs09R', 'https://t.co/sGTg9kQMMm']",,
53,en,1440685566111232000,803694179079458816, VP  BorisJohnson Love this lady  Hope she’s  POTUS one day ,1440982937017671680,False, VP  BorisJohnson Love this lady  Hope she’s  POTUS one day ,2021-09-23T10:14:39.000Z,USA,@VP @BorisJohnson Love this lady. Hope she’s #POTUS one day.,[],['POTUS'],"['VP', 'BorisJohnson']",[],,
54,en,1440685566111232000,803694179079458816, VP  BorisJohnson Scott Morrison is a dictator who tortures his own people with threats of vaccine or no jobs  Uses armed police  amp  military to walk our streets terrorising unarmed citizens  Helicopters fly overhead homes  All in the name of protection  Please help free Australia from this tyrant ,1440981191620923396,False, VP  BorisJohnson Scott Morrison is a dictator who tortures his own people with threats of vaccine or no jobs  Uses armed police  amp  military to walk our streets terrorising unarmed citizens  Helicopters fly overhead homes  All in the name of protection  Please help free Australia from this tyrant ,2021-09-23T10:07:42.000Z,USA,@VP @BorisJohnson Scott Morrison is a dictator who tortures his own people with threats of vaccine or no jobs. Uses armed police &amp; military to walk our streets terrorising unarmed citizens. Helicopters fly overhead homes. All in the name of protection. Please help free Australia from this tyrant!,[],[],"['VP', 'BorisJohnson']",['https://t.co/vZkrMJ5Pez'],,
55,en,1440685566111232000,803694179079458816, VP  BorisJohnson Do Gayatri Mantra for purification mindhttps   t co IkpOcZmtTMPlease share link and watch,1440981016735191048,False, VP  BorisJohnson Do Gayatri Mantra for purification mindhttps   t co IkpOcZmtTMPlease share link and watch,2021-09-23T10:07:01.000Z,USA,"@VP @BorisJohnson Do Gayatri Mantra for purification mind

https://t.co/IkpOcZmtTM

Please share link and watch",[],[],"['VP', 'BorisJohnson']",['https://t.co/IkpOcZmtTM'],,
56,en,1440685566111232000,803694179079458816, VP  BorisJohnson There you are  thought you was in hiding ,1440980565587542016,False, VP  BorisJohnson There you are  thought you was in hiding ,2021-09-23T10:05:13.000Z,USA,"@VP @BorisJohnson There you are, thought you was in hiding!",[],[],"['VP', 'BorisJohnson']",[],,
57,en,1440685566111232000,803694179079458816, VP  BorisJohnson His name is Prime minister Boris to you lady ,1440978188029542401,False, VP  BorisJohnson His name is Prime minister Boris to you lady ,2021-09-23T09:55:46.000Z,USA,@VP @BorisJohnson His name is Prime minister Boris to you lady!,[],[],"['VP', 'BorisJohnson']",[],,
58,en,1440685566111232000,803694179079458816, VP  BorisJohnson So Boris went for a free trade deal and only got a patronising pat on the back yet seems to be happy  He can’t even be bothered to spin any longer ,1440976723554803713,False, VP  BorisJohnson So Boris went for a free trade deal and only got a patronising pat on the back yet seems to be happy  He can’t even be bothered to spin any longer ,2021-09-23T09:49:57.000Z,USA,@VP @BorisJohnson So Boris went for a free trade deal and only got a patronising pat on the back yet seems to be happy. He can’t even be bothered to spin any longer.,[],[],"['VP', 'BorisJohnson']",['https://t.co/ADoYIJToFh'],,
59,en,1440685566111232000,803694179079458816, VP  BorisJohnson If you have had a productive meeting with the UK s PM you are indeed a very lucky individual ,1440975352348676102,False, VP  BorisJohnson If you have had a productive meeting with the UK s PM you are indeed a very lucky individual ,2021-09-23T09:44:30.000Z,USA,@VP @BorisJohnson If you have had a productive meeting with the UK's PM you are indeed a very lucky individual.,[],[],"['VP', 'BorisJohnson']",[],,
60,en,1440685566111232000,803694179079458816, VP  BorisJohnson American need Trump or someone like him back in office  You 100  suck at your job  Your doing a good job of destroying America ,1440975265031720960,False, VP  BorisJohnson American need Trump or someone like him back in office  You 100  suck at your job  Your doing a good job of destroying America ,2021-09-23T09:44:09.000Z,USA,@VP @BorisJohnson American need Trump or someone like him back in office. You 100% suck at your job. Your doing a good job of destroying America.,[],[],"['VP', 'BorisJohnson']",['https://t.co/isUaXtcYCZ'],,
61,en,1440685566111232000,803694179079458816, VP  BorisJohnson  UK amp   US militaries must take actions against to the Junta The SAC Military Junta  leader MAH is a robbery of control power fr ppl of MM All ppls stand w  NUG Govt amp  Amb UKMT The Junta must hand back power to DASSK  Elected Civilian Govt to end violent amp to restore Democracy Nation  https   t co IHWS1jl6bE,1440974847065030660,False, VP  BorisJohnson  UK amp   US militaries must take actions against to the Junta The SAC Military Junta  leader MAH is a robbery of control power fr ppl of MM All ppls stand w  NUG Govt amp  Amb UKMT The Junta must hand back power to DASSK  Elected Civilian Govt to end violent amp to restore Democracy Nation  https   t co IHWS1jl6bE,2021-09-23T09:42:30.000Z,USA,@VP @BorisJohnson #UK&amp; #US militaries must take actions against to the Junta.The SAC(Military Junta) leader MAH is a robbery of control power fr ppl of MM.All ppls stand w/#NUG Govt&amp; Amb UKMT.The Junta must hand back power to DASSK' Elected Civilian Govt to end violent&amp;to restore Democracy Nation. https://t.co/IHWS1jl6bE,[],"['UK', 'US']","['VP', 'BorisJohnson']",['https://t.co/YhmtNcIZ5Z'],,
62,en,1440685566111232000,803694179079458816, VP  BorisJohnson You probably are already aware of the decision made by the US supreme court on this trial Covid vaccine   why don t you share this with the rest of the world instead of your lottery trial vaccines https   t co elVlPqBDhT,1440973142126649354,False, VP  BorisJohnson You probably are already aware of the decision made by the US supreme court on this trial Covid vaccine   why don t you share this with the rest of the world instead of your lottery trial vaccines https   t co elVlPqBDhT,2021-09-23T09:35:43.000Z,USA,@VP @BorisJohnson You probably are already aware of the decision made by the US supreme court on this trial Covid vaccine.. why don't you share this with the rest of the world instead of your lottery trial vaccines https://t.co/elVlPqBDhT,[],[],"['VP', 'BorisJohnson']",['https://t.co/nrADzZEX3C'],,
63,en,1440685566111232000,803694179079458816, VP  BorisJohnson Old joe went for his afternoon nap ,1440972667142737922,False, VP  BorisJohnson Old joe went for his afternoon nap ,2021-09-23T09:33:50.000Z,USA,@VP @BorisJohnson Old joe went for his afternoon nap 💤,['💤'],[],"['VP', 'BorisJohnson']",[],,
64,en,1440685566111232000,803694179079458816, VP  BorisJohnson Did you take questions  because Joe s handler wont let him ,1440969420520701954,False, VP  BorisJohnson Did you take questions  because Joe s handler wont let him ,2021-09-23T09:20:56.000Z,USA,"@VP @BorisJohnson Did you take questions, because Joe's handler wont let him.",[],[],"['VP', 'BorisJohnson']",[],,
65,en,1440685566111232000,803694179079458816, VP  BorisJohnson If  BorisJohnson found a rare Butterfly in his garden  he’d drunk piss on it ,1440966250860003328,False, VP  BorisJohnson If  BorisJohnson found a rare Butterfly in his garden  he’d drunk piss on it ,2021-09-23T09:08:20.000Z,USA,"@VP @BorisJohnson If @BorisJohnson found a rare Butterfly in his garden, he’d drunk piss on it.",[],[],"['VP', 'BorisJohnson', 'BorisJohnson']",[],,
66,en,1440685566111232000,803694179079458816, VP  BorisJohnson I am sorry you had to endure that  shapeshiftingcreep ,1440964051333533696,False, VP  BorisJohnson I am sorry you had to endure that  shapeshiftingcreep ,2021-09-23T08:59:36.000Z,USA,@VP @BorisJohnson I am sorry you had to endure that #shapeshiftingcreep.,[],['shapeshiftingcreep'],"['VP', 'BorisJohnson']",[],,
67,en,1440685566111232000,803694179079458816, VP  BorisJohnson The Taliban can be identified as a terrorist group  a crime syndicate  or a drug cartel  but it can never be recognized as the representative or legitimate government of Afg ,1440963957292818434,False, VP  BorisJohnson The Taliban can be identified as a terrorist group  a crime syndicate  or a drug cartel  but it can never be recognized as the representative or legitimate government of Afg ,2021-09-23T08:59:13.000Z,USA,"@VP @BorisJohnson The Taliban can be identified as a terrorist group, a crime syndicate, or a drug cartel, but it can never be recognized as the representative or legitimate government of Afg.",[],[],"['VP', 'BorisJohnson']",['https://t.co/CDg86zipVe'],,
68,en,1440685566111232000,803694179079458816, VP  BorisJohnson A  ve theatre of twaddle  You all speak with a forked tongue  amp  do as I say not as I do attitude Your country decimated the indigenous population  walk over foreign lands  amp  have the audacity to tell other countries how to govern themselves  Obama  EU  UKTake a hike  Hypocrisy,1440962747659849729,False, VP  BorisJohnson A  ve theatre of twaddle  You all speak with a forked tongue  amp  do as I say not as I do attitude Your country decimated the indigenous population  walk over foreign lands  amp  have the audacity to tell other countries how to govern themselves  Obama  EU  UKTake a hike  Hypocrisy,2021-09-23T08:54:25.000Z,USA,"@VP @BorisJohnson A +ve theatre of twaddle. You all speak with a forked tongue &amp; do as I say not as I do attitude 
Your country decimated the indigenous population, walk over foreign lands &amp; have the audacity to tell other countries how to govern themselves #Obama #EU #UK

Take a hike #Hypocrisy",[],[],"['VP', 'BorisJohnson']",['https://t.co/4TQSo8BY8O'],,
69,en,1440685566111232000,803694179079458816, VP  BorisJohnson Congretulation ,1440960915336273922,False, VP  BorisJohnson Congretulation ,2021-09-23T08:47:08.000Z,USA,@VP @BorisJohnson Congretulation!,[],[],"['VP', 'BorisJohnson']",[],,
70,en,1440685566111232000,803694179079458816, VP  BorisJohnson Are you fuck,1440960161917644802,False, VP  BorisJohnson Are you fuck,2021-09-23T08:44:09.000Z,USA,@VP @BorisJohnson Are you fuck,[],[],"['VP', 'BorisJohnson']",[],,
71,en,1440107003678973952,803694179079458816, VP Kamala you been on vacation for 8 months now ,1440838136188194825,False, VP Kamala you been on vacation for 8 months now ,2021-09-23T00:39:15.000Z,USA,@VP Kamala you been on vacation for 8 months now.,[],[],['VP'],[],,
72,en,1440107003678973952,803694179079458816, VP Why did you only acknowledge  the lgbtq because you don t care about everyone only the ones who vote for you    you suck as a vp and should step down you are embarrassing  america,1440834424266911744,False, VP Why did you only acknowledge  the lgbtq because you don t care about everyone only the ones who vote for you    you suck as a vp and should step down you are embarrassing  america,2021-09-23T00:24:30.000Z,USA,@VP Why did you only acknowledge  the lgbtq because you don't care about everyone only the ones who vote for you ...you suck as a vp and should step down you are embarrassing  america,[],[],['VP'],['https://t.co/Sla71UGCNy'],,
73,en,1440107003678973952,803694179079458816, VP There are only 2 genders  Male and Female ,1440712542062460928,False, VP There are only 2 genders  Male and Female ,2021-09-22T16:20:11.000Z,USA,@VP There are only 2 genders: Male and Female.,[],[],['VP'],[],,
74,en,1440107003678973952,803694179079458816, VP Doesn’t equal protection mean illegal aliens should be vaccinated  ,1440698443798695940,False, VP Doesn’t equal protection mean illegal aliens should be vaccinated  ,2021-09-22T15:24:10.000Z,USA,@VP Doesn’t equal protection mean illegal aliens should be vaccinated ?,[],[],['VP'],[],,
75,en,1440107003678973952,803694179079458816, VP We agree to pay the fine  but please give us permanent residence  we are tired  POTUS   FLOTUS   VP,1440685042867474432,False, VP We agree to pay the fine  but please give us permanent residence  we are tired  POTUS   FLOTUS   VP,2021-09-22T14:30:55.000Z,USA,"@VP We agree to pay the fine, but please give us permanent residence, we are tired @POTUS. @FLOTUS. @VP",[],[],"['VP', 'POTUS', 'FLOTUS', 'VP']",[],,
76,en,1440107003678973952,803694179079458816, VP Hello  I am from AfghanistanThe Taliban are ready hereThere is war here every dayWe all became unemployedOur economy is devastatedPlease help us as much as you can,1440679899551862796,False, VP Hello  I am from AfghanistanThe Taliban are ready hereThere is war here every dayWe all became unemployedOur economy is devastatedPlease help us as much as you can,2021-09-22T14:10:29.000Z,USA,"@VP Hello, I am from Afghanistan

The Taliban are ready here

There is war here every day

We all became unemployed

Our economy is devastated

Please help us as much as you can",[],[],['VP'],['https://t.co/u6L3Clb6yx'],,
77,en,1440107003678973952,803694179079458816, VP How about the normal people with integrity and honor  that fight for our freedoms  Why do you honor one group over another  That is racist   ,1440667966425559048,False, VP How about the normal people with integrity and honor  that fight for our freedoms  Why do you honor one group over another  That is racist   ,2021-09-22T13:23:04.000Z,USA,"@VP How about the normal people with integrity and honor, that fight for our freedoms? Why do you honor one group over another? That is racist!!!",[],[],['VP'],['https://t.co/cnTQp8aXTC'],,
78,en,1440107003678973952,803694179079458816, VP What the Biden Admin  DHS Mayorkas  and HHS says in publicIS NOT what they are doing being the scenes Many of those 15 000  migrants are being set free into the U S Thousands of Haitian migrants camped in Texas town being let into US  report sayshttps   t co WY6my53IVQ,1440637953731022852,False, VP What the Biden Admin  DHS Mayorkas  and HHS says in publicIS NOT what they are doing being the scenes Many of those 15 000  migrants are being set free into the U S Thousands of Haitian migrants camped in Texas town being let into US  report sayshttps   t co WY6my53IVQ,2021-09-22T11:23:48.000Z,USA,"@VP What the Biden Admin, DHS Mayorkas, and HHS says in public

IS NOT what they are doing being the scenes 

Many of those 15,000+ migrants are being set free into the U.S.

Thousands of Haitian migrants camped in Texas town being let into US, report says
https://t.co/WY6my53IVQ",[],[],['VP'],['https://t.co/gb3Dk2ObUo'],,
79,en,1440107003678973952,803694179079458816, VP You don t have to be gay to be brave  amp  publicly thanked  All serve the country regardless of their sexual orientation  Witch ,1440592664131293188,False, VP You don t have to be gay to be brave  amp  publicly thanked  All serve the country regardless of their sexual orientation  Witch ,2021-09-22T08:23:50.000Z,USA,@VP You don't have to be gay to be brave &amp; publicly thanked. All serve the country regardless of their sexual orientation. Witch!,[],[],['VP'],[],,
80,en,1440107003678973952,803694179079458816, VP Wow  Check this outhttps   t co lkHxNdrUsM,1440578038358364167,False, VP Wow  Check this outhttps   t co lkHxNdrUsM,2021-09-22T07:25:43.000Z,USA,"@VP Wow. Check this out
https://t.co/lkHxNdrUsM",[],[],['VP'],['https://t.co/lkHxNdrUsM'],,
81,en,1440107003678973952,803694179079458816, NippleInverted  DianaSp91718612  VP Show me one whip in any of the pictures,1440499682359201792,False, NippleInverted  DianaSp91718612  VP Show me one whip in any of the pictures,2021-09-22T02:14:22.000Z,USA,@NippleInverted @DianaSp91718612 @VP Show me one whip in any of the pictures,[],[],"['NippleInverted', 'DianaSp91718612', 'VP']",[],,
82,en,1440107003678973952,803694179079458816, VP I d love to know who does not have  equal protection under the law  ,1440476599523024899,False, VP I d love to know who does not have  equal protection under the law  ,2021-09-22T00:42:38.000Z,USA,"@VP I'd love to know who does not have ""equal protection under the law"".",[],[],['VP'],[],,
83,en,1440107003678973952,803694179079458816, Woodrow1921  VP Typical troll behavior  Done with you ,1440474949517381638,False, Woodrow1921  VP Typical troll behavior  Done with you ,2021-09-22T00:36:05.000Z,USA,@Woodrow1921 @VP Typical troll behavior. Done with you.,[],[],"['Woodrow1921', 'VP']",[],,
84,en,1439294212055474179,803694179079458816, Sheilalafl  VP This is America man  I wanted to do route 66  I love American Graffiti and malaise era cars what the fuck is going on it  is biblical and hard to see  it is a reality which seems non fixable   how to sort this  ,1440923567852511232,False, Sheilalafl  VP This is America man  I wanted to do route 66  I love American Graffiti and malaise era cars what the fuck is going on it  is biblical and hard to see  it is a reality which seems non fixable   how to sort this  ,2021-09-23T06:18:44.000Z,USA,"@Sheilalafl @VP This is America man, I wanted to do route 66. I love American Graffiti and malaise era cars what the fuck is going on it, is biblical and hard to see, it is a reality which seems non-fixable , how to sort this ?",[],[],"['Sheilalafl', 'VP']",['https://t.co/fvcMivrIzs'],,
85,en,1439294212055474179,803694179079458816, VP Yep the real Federal government of the Department of state FSIINET,1440880131040493569,False, VP Yep the real Federal government of the Department of state FSIINET,2021-09-23T03:26:08.000Z,USA,@VP Yep the real Federal government of the Department of state/FSIINET,[],[],['VP'],[],,
86,en,1439294212055474179,803694179079458816, VP That s  a Thunderous  Applause for nobody in the stadium ,1440799992684318721,False, VP That s  a Thunderous  Applause for nobody in the stadium ,2021-09-22T22:07:41.000Z,USA,@VP That's  a Thunderous  Applause for nobody in the stadium.,[],[],['VP'],[],,
87,en,1439294212055474179,803694179079458816, VP Thanks for nothing  Women giving birth under a bridge  while you re cackling  tossing a coin  What gross incompetence you display  Let them in  wallow in filth  then spread  Covid infected around the country  while pushing BS mandates on Americans  You should all be fired ,1440741916937637889,False, VP Thanks for nothing  Women giving birth under a bridge  while you re cackling  tossing a coin  What gross incompetence you display  Let them in  wallow in filth  then spread  Covid infected around the country  while pushing BS mandates on Americans  You should all be fired ,2021-09-22T18:16:55.000Z,USA,"@VP Thanks for nothing. Women giving birth under a bridge, while you're cackling, tossing a coin. What gross incompetence you display. Let them in, wallow in filth, then spread, Covid infected around the country, while pushing BS mandates on Americans. You should all be fired!",[],[],['VP'],['https://t.co/eyJGTHf1Ro'],,
88,en,1439294212055474179,803694179079458816, VP Notice close view and stands are empty,1440708405816008709,False, VP Notice close view and stands are empty,2021-09-22T16:03:45.000Z,USA,@VP Notice close view and stands are empty,[],[],['VP'],[],,
89,en,1439294212055474179,803694179079458816, VP You should be ashamed of yourself  you’ve been living a lie your whole political life,1440707181888753668,False, VP You should be ashamed of yourself  you’ve been living a lie your whole political life,2021-09-22T15:58:53.000Z,USA,"@VP You should be ashamed of yourself, you’ve been living a lie your whole political life",[],[],['VP'],[],,
90,en,1439294212055474179,803694179079458816, VP We agree to pay the fine  but please give us permanent residence  we are tired  POTUS   FLOTUS   VP,1440685198262243330,False, VP We agree to pay the fine  but please give us permanent residence  we are tired  POTUS   FLOTUS   VP,2021-09-22T14:31:32.000Z,USA,"@VP We agree to pay the fine, but please give us permanent residence, we are tired @POTUS. @FLOTUS. @VP",[],[],"['VP', 'POTUS', 'FLOTUS', 'VP']",[],,
91,en,1439294212055474179,803694179079458816, VP Lmao  Well after further review the ruling on the field is that this was a complete set up according to coaching staff who were bribed to greet the vp  note no fans in stands to start a f joe biden chant   Complete setup obvious af,1440681733158932498,False, VP Lmao  Well after further review the ruling on the field is that this was a complete set up according to coaching staff who were bribed to greet the vp  note no fans in stands to start a f joe biden chant   Complete setup obvious af,2021-09-22T14:17:46.000Z,USA,"@VP Lmao! Well after further review the ruling on the field is that this was a complete set up according to coaching staff who were bribed to greet the vp, note no fans in stands to start a f joe biden chant . Complete setup obvious af",[],[],['VP'],['https://t.co/9X9ZRf9VlY'],,
92,en,1439294212055474179,803694179079458816, VP Hello  I am from AfghanistanThe Taliban are ready hereThere is war here every dayWe all became unemployedOur economy is devastatedPlease help us as much as you can,1440680946731126787,False, VP Hello  I am from AfghanistanThe Taliban are ready hereThere is war here every dayWe all became unemployedOur economy is devastatedPlease help us as much as you can,2021-09-22T14:14:38.000Z,USA,"@VP Hello, I am from Afghanistan

The Taliban are ready here

There is war here every day

We all became unemployed

Our economy is devastated

Please help us as much as you can",[],[],['VP'],['https://t.co/Fo5gfj83L9'],,
93,en,1439294212055474179,803694179079458816, VP trash cheater,1440668859942408194,False, VP trash cheater,2021-09-22T13:26:37.000Z,USA,@VP trash cheater,[],[],['VP'],[],,
94,en,1439294212055474179,803694179079458816, VP What the Biden Admin  DHS Mayorkas  and HHS says in publicIS NOT what they are doing being the scenes Many of those 15 000  migrants are being set free into the U S Thousands of Haitian migrants camped in Texas town being let into US  report sayshttps   t co WY6my53IVQ,1440638132395806733,False, VP What the Biden Admin  DHS Mayorkas  and HHS says in publicIS NOT what they are doing being the scenes Many of those 15 000  migrants are being set free into the U S Thousands of Haitian migrants camped in Texas town being let into US  report sayshttps   t co WY6my53IVQ,2021-09-22T11:24:31.000Z,USA,"@VP What the Biden Admin, DHS Mayorkas, and HHS says in public

IS NOT what they are doing being the scenes 

Many of those 15,000+ migrants are being set free into the U.S.

Thousands of Haitian migrants camped in Texas town being let into US, report says
https://t.co/WY6my53IVQ",[],[],['VP'],['https://t.co/CdK1BapyAm'],,
95,en,1439294212055474179,803694179079458816, VP There immigrants hiding under the stadium  Your in the wrong state ,1440555085868589059,False, VP There immigrants hiding under the stadium  Your in the wrong state ,2021-09-22T05:54:31.000Z,USA,@VP There immigrants hiding under the stadium? Your in the wrong state.,[],[],['VP'],[],,
96,en,1439294212055474179,803694179079458816, MastrJedi  JavierFromBoise  VP The same way  if you announced to people that your house was unlocked and to come in  But then when they show up  you say I didn t mean it and they come in any way  You now have a mess ,1440554908562853889,False, MastrJedi  JavierFromBoise  VP The same way  if you announced to people that your house was unlocked and to come in  But then when they show up  you say I didn t mean it and they come in any way  You now have a mess ,2021-09-22T05:53:49.000Z,USA,"@MastrJedi @JavierFromBoise @VP The same way, if you announced to people that your house was unlocked and to come in. But then when they show up, you say I didn't mean it and they come in any way. You now have a mess.",[],[],"['MastrJedi', 'JavierFromBoise', 'VP']",['https://t.co/Lq4QqHwgKG'],,
97,en,1439294212055474179,803694179079458816, RavenWood 54  VP I see your point  amp  I do understand But  did you see this coming  I sure didn t When I responded the other night  I had just driven home from work  amp  listening to radio news learned of the Haitian Camp in Del Rio  amp  as well learned our Biden Harris Administration ws on it ,1440543867867070475,False, RavenWood 54  VP I see your point  amp  I do understand But  did you see this coming  I sure didn t When I responded the other night  I had just driven home from work  amp  listening to radio news learned of the Haitian Camp in Del Rio  amp  as well learned our Biden Harris Administration ws on it ,2021-09-22T05:09:56.000Z,USA,"@RavenWood_54 @VP I see your point &amp; I do understand.

But, did you see this coming? 
I sure didn't.

When I responded the other night, I had just driven home from work &amp; listening to radio news learned of the Haitian Camp in Del Rio &amp; as well learned our Biden-Harris Administration ws on it!",[],[],"['RavenWood_54', 'VP']",['https://t.co/gQnVf93qcZ'],,
98,en,1439294212055474179,803694179079458816, VP She looks so stupid   That’s why she is stupid   ,1440522929029087236,False, VP She looks so stupid   That’s why she is stupid   ,2021-09-22T03:46:44.000Z,USA,@VP She looks so stupid!! That’s why she is stupid!!!,[],[],['VP'],[],,
99,en,1439294212055474179,803694179079458816, VP You re not even American Black  You half arse POS  Willie Brown is looking for his chew toy  Ho  go to the BORDER  do your job   catturd2  WilkowMajority  RealJamesWoods  RedEaglePatriot,1440486089861439498,False, VP You re not even American Black  You half arse POS  Willie Brown is looking for his chew toy  Ho  go to the BORDER  do your job   catturd2  WilkowMajority  RealJamesWoods  RedEaglePatriot,2021-09-22T01:20:21.000Z,USA,"@VP You're not even American Black. You half arse POS. Willie Brown is looking for his chew toy. Ho, go to the BORDER, do your job. @catturd2 @WilkowMajority @RealJamesWoods @RedEaglePatriot",[],[],['VP'],['https://t.co/9R7ihUlBxm'],,
100,en,1439294212055474179,803694179079458816, VP Where is VP Harris During the Biden Crisis s  Oh there she is  ,1440483250548318216,False, VP Where is VP Harris During the Biden Crisis s  Oh there she is  ,2021-09-22T01:09:04.000Z,USA,@VP Where is VP Harris During the Biden Crisis's? Oh there she is! 🤣,['🤣'],[],['VP'],[],,
101,en,1439294212055474179,803694179079458816, VP Pr Nelson Mandela True speech https   t co QLBYBZDF1G,1440481754398158860,False, VP Pr Nelson Mandela True speech https   t co QLBYBZDF1G,2021-09-22T01:03:07.000Z,USA,"@VP Pr.Nelson Mandela 
True speech https://t.co/QLBYBZDF1G",[],[],['VP'],[],,
102,en,1439294212055474179,803694179079458816, dolivia2007  VP Okay Oxford dictionary go off ,1440476136937451526,False, dolivia2007  VP Okay Oxford dictionary go off ,2021-09-22T00:40:48.000Z,USA,@dolivia2007 @VP Okay Oxford dictionary go off 💯,['💯'],[],"['dolivia2007', 'VP']",[],,
103,en,1439294212055474179,803694179079458816, VP The Mecca,1440471795295928320,False, VP The Mecca,2021-09-22T00:23:33.000Z,USA,@VP The Mecca🤣😂😆😁😄😅,"['🤣', '😄', '😁', '😆', '😂', '😅']",[],['VP'],[],,
104,en,1439294212055474179,803694179079458816, VP Everybody th here hates you ,1440471456400347140,False, VP Everybody th here hates you ,2021-09-22T00:22:12.000Z,USA,@VP Everybody th here hates you.,[],[],['VP'],[],,
105,en,1439294212055474179,803694179079458816, VP Harris sucks point blank she does nothing but laugh,1440457410586415108,False, VP Harris sucks point blank she does nothing but laugh,2021-09-21T23:26:23.000Z,USA,@VP Harris sucks point blank she does nothing but laugh,[],[],['VP'],[],,
106,en,1439294212055474179,803694179079458816, VP So this is what you do after your embarrassing decisions lead to 13 marines killed  innocent Afghans kidnapped  killed and your ordered ton strike killing 10 civilians including 7 children  Disgraceful,1440452057958281219,False, VP So this is what you do after your embarrassing decisions lead to 13 marines killed  innocent Afghans kidnapped  killed and your ordered ton strike killing 10 civilians including 7 children  Disgraceful,2021-09-21T23:05:07.000Z,USA,"@VP So this is what you do after your embarrassing decisions lead to 13 marines killed, innocent Afghans kidnapped, killed and your ordered ton strike killing 10 civilians including 7 children. Disgraceful",[],[],['VP'],['https://t.co/ROKZZvyRGk'],,
107,en,1439294212055474179,803694179079458816, VP You didn’t mind the booing  eh ,1440435262677348357,False, VP You didn’t mind the booing  eh ,2021-09-21T21:58:23.000Z,USA,"@VP You didn’t mind the booing, eh?",[],[],['VP'],[],,
108,en,1439294212055474179,803694179079458816, VP Shouldn t you be at the border ,1440433900216455178,False, VP Shouldn t you be at the border ,2021-09-21T21:52:58.000Z,USA,@VP Shouldn't you be at the border?,[],[],['VP'],[],,
109,en,1439294212055474179,803694179079458816, VP By the size of the crowd no one likes you there ,1440427756563488773,False, VP By the size of the crowd no one likes you there ,2021-09-21T21:28:33.000Z,USA,@VP By the size of the crowd no one likes you there.,[],[],['VP'],[],,
