,tweet_lang,poi_name,poi_id,verified,id,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,country,text_hi,tweet_date,text_en,text_es
0,hi,MoHFW_INDIA,2596143056,True,1440975205170511875,"बुजुर्गों के लिए आवश्यक सुरक्षा और देखभाल को ध्यान में रखते हुए, #Assam में वृद्ध लोगों को घर-घर जाकर #COVID19 टीकाकरण प्रदान किया जा रहा है। 

#COVIDGroundZero #TyoharonKeRangCABKeSang #IndiaFightsCorona 

@PMOIndia @mansukhmandviya @ianuragthakur @DrBharatippawar @PIB_India https://t.co/3Uf8qx8deR",[],"['Assam', 'COVID19', 'COVIDGroundZero', 'TyoharonKeRangCABKeSang', 'IndiaFightsCorona']","['PMOIndia', 'mansukhmandviya', 'ianuragthakur', 'DrBharatippawar', 'PIB_India']",[],India,बुजुर्गों के लिए आवश्यक सुरक्षा और देखभाल को ध्यान में रखते हुए   Assam में वृद्ध लोगों को घर घर जाकर  COVID19 टीकाकरण प्रदान किया जा रहा है।  COVIDGroundZero  TyoharonKeRangCABKeSang  IndiaFightsCorona  PMOIndia  mansukhmandviya  ianuragthakur  DrBharatippawar  PIB India https   t co 3Uf8qx8deR,2021-09-23 10:00:00,,
1,hi,MoHFW_INDIA,2596143056,True,1440973158148763652,"देश पोलियो को ज़ड़ से खत्म करने के लिए पूरे जोश के साथ एकजुट है। पोलियो पर जीत को बरक़रार रखें। 
#PulsePolio #StayPolioFree #SwasthaBharat https://t.co/X8XvetLepZ",[],"['PulsePolio', 'StayPolioFree', 'SwasthaBharat']",[],[],India,देश पोलियो को ज़ड़ से खत्म करने के लिए पूरे जोश के साथ एकजुट है। पोलियो पर जीत को बरक़रार रखें।  PulsePolio  StayPolioFree  SwasthaBharat https   t co X8XvetLepZ,2021-09-23 10:00:00,,
2,en,MoHFW_INDIA,2596143056,True,1440950542587490305,"#Unite2FightCorona #COVIDCharcha #TyoharonKeRangCABKeSang 

Dr. Randeep Gulera, Director, AIIMS New Delhi will be joining us tomorrow for Facebook LIVE. Listen to him talk about celebrating COVID Safe Festivities https://t.co/TD61OmcePQ",[],"['Unite2FightCorona', 'COVIDCharcha', 'TyoharonKeRangCABKeSang']",[],[],India,,2021-09-23 08:00:00, Unite2FightCorona  COVIDCharcha  TyoharonKeRangCABKeSang Dr  Randeep Gulera  Director  AIIMS New Delhi will be joining us tomorrow for Facebook LIVE  Listen to him talk about celebrating COVID Safe Festivities https   t co TD61OmcePQ,
3,en,MoHFW_INDIA,2596143056,True,1440945784116051974,"#Unite2FightCorona

➡️Union Health Minister Shri @mansukhmandviya releases Post COVID Sequelae Modules.

https://t.co/0pVxV5Rvcq https://t.co/gwYjs6avpn",['➡️'],['Unite2FightCorona'],['mansukhmandviya'],['https://t.co/0pVxV5Rvcq'],India,,2021-09-23 08:00:00, Unite2FightCoronaUnion Health Minister Shri  mansukhmandviya releases Post COVID Sequelae Modules https   t co 0pVxV5Rvcq https   t co gwYjs6avpn,
4,en,MoHFW_INDIA,2596143056,True,1440922314888019976,"Festivals are round the corner. Don't forget to observe #COVID Appropriate Behavior! 

#Unite2FightCorona 
#LargestVaccineDrive 
#TyoharonKeRangCABKeSang 

@PMOIndia @mansukhmandviya @ianuragthakur @DrBharatippawar @PIB_India @mygovindia @COVIDNewsByMIB @DDNewslive @airnewsalerts https://t.co/7qGRpxg0fW",[],"['COVID', 'Unite2FightCorona', 'LargestVaccineDrive', 'TyoharonKeRangCABKeSang']","['PMOIndia', 'mansukhmandviya', 'ianuragthakur', 'DrBharatippawar', 'PIB_India', 'mygovindia', 'COVIDNewsByMIB', 'DDNewslive', 'airnewsalerts']",[],India,,2021-09-23 06:00:00,Festivals are round the corner  Don t forget to observe  COVID Appropriate Behavior   Unite2FightCorona  LargestVaccineDrive  TyoharonKeRangCABKeSang  PMOIndia  mansukhmandviya  ianuragthakur  DrBharatippawar  PIB India  mygovindia  COVIDNewsByMIB  DDNewslive  airnewsalerts https   t co 7qGRpxg0fW,
5,en,MoHFW_INDIA,2596143056,True,1440895448370192385,"#Unite2FightCorona
#LargestVaccineDrive

➡️ India’s Cumulative #COVID19 Vaccination Coverage crosses the landmark of 83 Cr (83,39,90,049).

➡️ More than 71.38 Lakh doses administered in last 24 hours.

https://t.co/wsTPSGpb0H https://t.co/Kmc5Lb48cs",['➡️'],"['Unite2FightCorona', 'LargestVaccineDrive', 'COVID19']",[],['https://t.co/wsTPSGpb0H'],India,,2021-09-23 04:00:00, Unite2FightCorona LargestVaccineDrive India’s Cumulative  COVID19 Vaccination Coverage crosses the landmark of 83 Cr  83 39 90 049   More than 71 38 Lakh doses administered in last 24 hours https   t co wsTPSGpb0H https   t co Kmc5Lb48cs,
6,en,MoHFW_INDIA,2596143056,True,1440890511447846918,"#𝐂𝐎𝐕𝐈𝐃𝟏𝟗 𝐕𝐚𝐜𝐜𝐢𝐧𝐚𝐭𝐢𝐨𝐧 𝐔𝐏𝐃𝐀𝐓𝐄

➡️ More than 80.67 Cr vaccine doses provided to States/UTs.

➡️ More than 4.29 Cr doses still available with States/UTs to be administered.

➡️ 64 Lakh doses are in pipeline.

https://t.co/HtH8T9FtHW https://t.co/RbLvobqvRt",['➡️'],['𝐂𝐎𝐕𝐈𝐃𝟏𝟗'],[],['https://t.co/HtH8T9FtHW'],India,,2021-09-23 04:00:00, 𝐂𝐎𝐕𝐈𝐃𝟏𝟗 𝐕𝐚𝐜𝐜𝐢𝐧𝐚𝐭𝐢𝐨𝐧 𝐔𝐏𝐃𝐀𝐓𝐄 More than 80 67 Cr vaccine doses provided to States UTs  More than 4 29 Cr doses still available with States UTs to be administered  64 Lakh doses are in pipeline https   t co HtH8T9FtHW https   t co RbLvobqvRt,
7,en,MoHFW_INDIA,2596143056,True,1440887767781629955,"#Unite2FightCorona
#LargestVaccineDrive

𝐂𝐎𝐕𝐈𝐃 𝐅𝐋𝐀𝐒𝐇

https://t.co/X6yKD4CqHV https://t.co/q2DRn3prFM",[],"['Unite2FightCorona', 'LargestVaccineDrive']",[],['https://t.co/X6yKD4CqHV'],India,,2021-09-23 04:00:00, Unite2FightCorona LargestVaccineDrive𝐂𝐎𝐕𝐈𝐃 𝐅𝐋𝐀𝐒𝐇https   t co X6yKD4CqHV https   t co q2DRn3prFM,
8,hi,MoHFW_INDIA,2596143056,True,1440878991108292619,"प्रधानमंत्री श्री नरेंद्र मोदी जी के नेतृत्व में विश्व के सबसे बड़े स्वास्थ योजना की शुरूआत हुई थी। आज इसके तीन साल पूरे हो गए हैं। करोड़ों लोगों तक मुफ़्त स्वास्थ सेवा पहुँचाने में लगे इस कार्यक्रम से जुड़े सभी लोगों को शुभकामनाएँ।   

#AyushmanBharat #PMJAY #HealthForAll https://t.co/JmXBg5Hd2X",[],"['AyushmanBharat', 'PMJAY', 'HealthForAll']",[],[],India,प्रधानमंत्री श्री नरेंद्र मोदी जी के नेतृत्व में विश्व के सबसे बड़े स्वास्थ योजना की शुरूआत हुई थी। आज इसके तीन साल पूरे हो गए हैं। करोड़ों लोगों तक मुफ़्त स्वास्थ सेवा पहुँचाने में लगे इस कार्यक्रम से जुड़े सभी लोगों को शुभकामनाएँ।    AyushmanBharat  PMJAY  HealthForAll https   t co JmXBg5Hd2X,2021-09-23 03:00:00,,
9,en,MoHFW_INDIA,2596143056,True,1440688941170978837,"#Unite2FightCorona
#LargestVaccineDrive

➡️ India’s cumulative vaccination coverage crosses 83 crore landmark milestone.

➡️More than 64 lakh Vaccine doses administered today till 7 pm.

https://t.co/I2hKiX8s3O https://t.co/PsSVCzGokL",['➡️'],"['Unite2FightCorona', 'LargestVaccineDrive']",[],['https://t.co/I2hKiX8s3O'],India,,2021-09-22 15:00:00, Unite2FightCorona LargestVaccineDrive India’s cumulative vaccination coverage crosses 83 crore landmark milestone More than 64 lakh Vaccine doses administered today till 7 pm https   t co I2hKiX8s3O https   t co PsSVCzGokL,
10,en,MoHFW_INDIA,2596143056,True,1440635061926199302,"Glimpses of activities undertaken during #PoshanMaah by all State Departments of Health and Family Welfare across the country.

#NationalNutritionMonth
#AzadiKaAmritMahotsav 

@PMOIndia @mansukhmandviya @ianuragthakur @DrBharatippawar @PIB_India @mygovindia @airnewsalerts https://t.co/aw0pFUqgzC",[],"['PoshanMaah', 'NationalNutritionMonth', 'AzadiKaAmritMahotsav']","['PMOIndia', 'mansukhmandviya', 'ianuragthakur', 'DrBharatippawar', 'PIB_India', 'mygovindia', 'airnewsalerts']",[],India,,2021-09-22 11:00:00,Glimpses of activities undertaken during  PoshanMaah by all State Departments of Health and Family Welfare across the country  NationalNutritionMonth AzadiKaAmritMahotsav  PMOIndia  mansukhmandviya  ianuragthakur  DrBharatippawar  PIB India  mygovindia  airnewsalerts https   t co aw0pFUqgzC,
11,en,MoHFW_INDIA,2596143056,True,1440626773708787713,"Community Radio Station programmes are reaching out to diverse audiences across the country - from rural communities to tribal groups to students urging them to recognise and seek timely help on #MentalHealth issues.

#MentalHealthMatters
#AzadiKaAmritMahotsav https://t.co/iRmzlbuJiG",[],"['MentalHealth', 'MentalHealthMatters', 'AzadiKaAmritMahotsav']",[],[],India,,2021-09-22 11:00:00,Community Radio Station programmes are reaching out to diverse audiences across the country   from rural communities to tribal groups to students urging them to recognise and seek timely help on  MentalHealth issues  MentalHealthMatters AzadiKaAmritMahotsav https   t co iRmzlbuJiG,
12,en,MoHFW_INDIA,2596143056,True,1440621615801266184,"Festivals are round the corner. Don't forget to observe #COVID Appropriate Behavior! 

#Unite2FightCorona 
#LargestVaccineDrive 
#TyoharonKeRangCABKeSang 

@PMOIndia @mansukhmandviya @ianuragthakur @DrBharatippawar @PIB_India @mygovindia @COVIDNewsByMIB @DDNewslive @airnewsalerts https://t.co/qaK8aNheBe",[],"['COVID', 'Unite2FightCorona', 'LargestVaccineDrive', 'TyoharonKeRangCABKeSang']","['PMOIndia', 'mansukhmandviya', 'ianuragthakur', 'DrBharatippawar', 'PIB_India', 'mygovindia', 'COVIDNewsByMIB', 'DDNewslive', 'airnewsalerts']",[],India,,2021-09-22 10:00:00,Festivals are round the corner  Don t forget to observe  COVID Appropriate Behavior   Unite2FightCorona  LargestVaccineDrive  TyoharonKeRangCABKeSang  PMOIndia  mansukhmandviya  ianuragthakur  DrBharatippawar  PIB India  mygovindia  COVIDNewsByMIB  DDNewslive  airnewsalerts https   t co qaK8aNheBe,
13,en,MoHFW_INDIA,2596143056,True,1440604290561626126,"#Unite2FightCorona #LargestVaccineDrive #TyoharonKeRangCABKeSang 

Ministry of Health and Family Welfare wishes everyone a Happy and Safe Festive Season. https://t.co/hFUvXYBSn8",[],"['Unite2FightCorona', 'LargestVaccineDrive', 'TyoharonKeRangCABKeSang']",[],[],India,,2021-09-22 09:00:00, Unite2FightCorona  LargestVaccineDrive  TyoharonKeRangCABKeSang Ministry of Health and Family Welfare wishes everyone a Happy and Safe Festive Season  https   t co hFUvXYBSn8,
14,en,MoHFW_INDIA,2596143056,True,1440585922559442944,"#Unite2FightCorona #TyoharonKeRangCABKeSang 

Join us today for #COVIDCharcha LIVE on Twitter SPACES with Shri @lavagarwal, Joint Secretary, Union Health Ministry, India from 5:00 to 5:30 PM

Join via link: https://t.co/T8joJgk3Ef  

@PMOIndia @mansukhmandviya @ianuragthakur",[':3'],"['Unite2FightCorona', 'TyoharonKeRangCABKeSang', 'COVIDCharcha']","['lavagarwal', 'PMOIndia', 'mansukhmandviya', 'ianuragthakur']",['https://t.co/T8joJgk3Ef'],India,,2021-09-22 08:00:00, Unite2FightCorona  TyoharonKeRangCABKeSang Join us today for  COVIDCharcha LIVE on Twitter SPACES with Shri  lavagarwal  Joint Secretary  Union Health Ministry  India from 5 00 to 50 PMJoin via link  https   t co T8joJgk3Ef   PMOIndia  mansukhmandviya  ianuragthakur,
15,en,MoHFW_INDIA,2596143056,True,1440558496680792070,"#Unite2FightCorona #TyoharonKeRangCABKeSang

Shri @lavagarwal, Joint Secretary, MoHFW, India will be joining us today for this week's #COVIDCharcha LIVE. Tweet your questions using #COVIDCharcha 

Join via link: https://t.co/T8joJgk3Ef https://t.co/e4pXc3MzWB",[],"['Unite2FightCorona', 'TyoharonKeRangCABKeSang', 'COVIDCharcha', 'COVIDCharcha']",['lavagarwal'],['https://t.co/T8joJgk3Ef'],India,,2021-09-22 06:00:00, Unite2FightCorona  TyoharonKeRangCABKeSangShri  lavagarwal  Joint Secretary  MoHFW  India will be joining us today for this week s  COVIDCharcha LIVE  Tweet your questions using  COVIDCharcha Join via link  https   t co T8joJgk3Ef https   t co e4pXc3MzWB,
16,en,MoHFW_INDIA,2596143056,True,1440555402278494210,"#Unite2FightCorona #TyoharonKeRangCABKeSang 

Join us today for #COVIDCharcha LIVE on Twitter SPACES with Shri @lavagarwal, Joint Secretary, Union Health Ministry, India from 5:00 to 5:30 PM

Join via link: https://t.co/T8joJgk3Ef 

@PMOIndia @mansukhmandviya @ianuragthakur",[':3'],"['Unite2FightCorona', 'TyoharonKeRangCABKeSang', 'COVIDCharcha']","['lavagarwal', 'PMOIndia', 'mansukhmandviya', 'ianuragthakur']",['https://t.co/T8joJgk3Ef'],India,,2021-09-22 06:00:00, Unite2FightCorona  TyoharonKeRangCABKeSang Join us today for  COVIDCharcha LIVE on Twitter SPACES with Shri  lavagarwal  Joint Secretary  Union Health Ministry  India from 5 00 to 50 PMJoin via link  https   t co T8joJgk3Ef  PMOIndia  mansukhmandviya  ianuragthakur,
17,en,MoHFW_INDIA,2596143056,True,1440535599136456708,"#CoronaVirusUpdates

Media Briefing on #COVID19 by the Health Ministry will be held tomorrow, 23rd September 2021, at 4:30pm at the National Media Centre (NMC), @PIB_India.

@PMOIndia @mansukhmandviya @ianuragthakur @DrBharatippawar @mygovindia @COVIDNewsByMIB @DDNewslive",[':3'],"['CoronaVirusUpdates', 'COVID19']","['PIB_India', 'PMOIndia', 'mansukhmandviya', 'ianuragthakur', 'DrBharatippawar', 'mygovindia', 'COVIDNewsByMIB', 'DDNewslive']",[],India,,2021-09-22 05:00:00, CoronaVirusUpdatesMedia Briefing on  COVID19 by the Health Ministry will be held tomorrow  23rd September 2021  at 40pm at the National Media Centre  NMC    PIB India  PMOIndia  mansukhmandviya  ianuragthakur  DrBharatippawar  mygovindia  COVIDNewsByMIB  DDNewslive,
18,en,MoHFW_INDIA,2596143056,True,1440532344822140936,"#Unite2FightCorona
#LargestVaccineDrive

➡️ India’s Cumulative #COVID19 Vaccination Coverage exceeds 82.65 Cr (82,65,15,754).

➡️ More than 75.57 Lakh doses administered in last 24 hours.

https://t.co/ADY857QOAF https://t.co/IKGtKa5tTL",['➡️'],"['Unite2FightCorona', 'LargestVaccineDrive', 'COVID19']",[],['https://t.co/ADY857QOAF'],India,,2021-09-22 04:00:00, Unite2FightCorona LargestVaccineDrive India’s Cumulative  COVID19 Vaccination Coverage exceeds 82 65 Cr  82 65 15 754   More than 75 57 Lakh doses administered in last 24 hours https   t co ADY857QOAF https   t co IKGtKa5tTL,
19,en,MoHFW_INDIA,2596143056,True,1440531506921807884,"#𝐂𝐎𝐕𝐈𝐃𝟏𝟗 𝐕𝐚𝐜𝐜𝐢𝐧𝐚𝐭𝐢𝐨𝐧 𝐔𝐏𝐃𝐀𝐓𝐄

➡️ More than 80.13 Cr vaccine doses provided to States/UTs.

➡️ More than 4.52 Cr doses still available with States/UTs to be administered.

➡️ 48 Lakh doses are in pipeline.

https://t.co/EdNz04m439 https://t.co/CTZNPyQ1rB",['➡️'],['𝐂𝐎𝐕𝐈𝐃𝟏𝟗'],[],['https://t.co/EdNz04m439'],India,,2021-09-22 04:00:00, 𝐂𝐎𝐕𝐈𝐃𝟏𝟗 𝐕𝐚𝐜𝐜𝐢𝐧𝐚𝐭𝐢𝐨𝐧 𝐔𝐏𝐃𝐀𝐓𝐄 More than 80 13 Cr vaccine doses provided to States UTs  More than 4 52 Cr doses still available with States UTs to be administered  48 Lakh doses are in pipeline https   t co EdNz04m439 https   t co CTZNPyQ1rB,
20,en,MoHFW_INDIA,2596143056,True,1440529398931738632,"#Unite2FightCorona
#LargestVaccineDrive

𝐂𝐎𝐕𝐈𝐃 𝐅𝐋𝐀𝐒𝐇

https://t.co/LHKr6rzaOI https://t.co/idCbf6UO8v",[],"['Unite2FightCorona', 'LargestVaccineDrive']",[],['https://t.co/LHKr6rzaOI'],India,,2021-09-22 04:00:00, Unite2FightCorona LargestVaccineDrive𝐂𝐎𝐕𝐈𝐃 𝐅𝐋𝐀𝐒𝐇https   t co LHKr6rzaOI https   t co idCbf6UO8v,
21,en,MoHFW_INDIA,2596143056,True,1440340014970277891,"#Unite2FightCorona
#LargestVaccineDrive
➡️India’s cumulative vaccination coverage crosses 82 crore landmark milestone.

➡️More than 68 lakh Vaccine doses administered today till 7 pm.

https://t.co/qOTamIzzow https://t.co/oMpR0abnSC",['➡️'],"['Unite2FightCorona', 'LargestVaccineDrive']",[],['https://t.co/qOTamIzzow'],India,,2021-09-21 16:00:00, Unite2FightCorona LargestVaccineDriveIndia’s cumulative vaccination coverage crosses 82 crore landmark milestone More than 68 lakh Vaccine doses administered today till 7 pm https   t co qOTamIzzow https   t co oMpR0abnSC,
22,hi,MoHFW_INDIA,2596143056,True,1440281542937354241,"#Unite2FightCorona 

आने वाले त्योहारों में COVID अनुरूप व्यवहार का पालन अवश्य करें और इस सप्ताह #COVIDCharcha LIVE में ट्विटर SPACES पर जुड़ें श्री @lavagarwal, संयुक्त सचिव, केंद्रीय स्वास्थ्य मंत्रालय, भारत के साथ 5 से 5:30 बजे 
https://t.co/T8joJgk3Ef https://t.co/KcTcB1kxx5",[':3'],"['Unite2FightCorona', 'COVIDCharcha']",['lavagarwal'],['https://t.co/T8joJgk3Ef'],India, Unite2FightCorona आने वाले त्योहारों में COVID अनुरूप व्यवहार का पालन अवश्य करें और इस सप्ताह  COVIDCharcha LIVE में ट्विटर SPACES पर जुड़ें श्री  lavagarwal  संयुक्त सचिव  केंद्रीय स्वास्थ्य मंत्रालय  भारत के साथ 5 से 50 बजे https   t co T8joJgk3Ef https   t co KcTcB1kxx5,2021-09-21 12:00:00,,
23,en,MoHFW_INDIA,2596143056,True,1440264203659476992,"#Unite2FightCorona #TyoharonKeRangCABKeSang 
Join us on the 22nd of September for #COVIDCharcha LIVE on Twitter SPACES with Shri @lavagarwal, Joint Secretary, Union Health Ministry, India from 5:00 to 5:30 PM

Join via link: https://t.co/T8joJgk3Ef 

@PMOIndia @mansukhmandviya",[':3'],"['Unite2FightCorona', 'TyoharonKeRangCABKeSang', 'COVIDCharcha']","['lavagarwal', 'PMOIndia', 'mansukhmandviya']",['https://t.co/T8joJgk3Ef'],India,,2021-09-21 11:00:00, Unite2FightCorona  TyoharonKeRangCABKeSang Join us on the 22nd of September for  COVIDCharcha LIVE on Twitter SPACES with Shri  lavagarwal  Joint Secretary  Union Health Ministry  India from 5 00 to 50 PMJoin via link  https   t co T8joJgk3Ef  PMOIndia  mansukhmandviya,
24,hi,MoHFW_INDIA,2596143056,True,1440259319899983885,"#Mumbai भर में बी.एम.सी द्वारा आयोजित महिला विशेष टीकाकरण अभियान को जबरदस्त प्रोत्साहन मिला है। इस अभियान में 1 लाख से अधिक महिलाओं ने  #COVID19 टीकाकरण करवाया। 
#COVIDGroundZero #TyoharonKeRangCABKeSang #IndiaFightsCorona 

@PMOIndia @mansukhmandviya @ianuragthakur https://t.co/dIPUY4UT9f",[],"['Mumbai', 'COVID19', 'COVIDGroundZero', 'TyoharonKeRangCABKeSang', 'IndiaFightsCorona']","['PMOIndia', 'mansukhmandviya', 'ianuragthakur']",[],India, Mumbai भर में बी एम सी द्वारा आयोजित महिला विशेष टीकाकरण अभियान को जबरदस्त प्रोत्साहन मिला है। इस अभियान में 1 लाख से अधिक महिलाओं ने   COVID19 टीकाकरण करवाया।  COVIDGroundZero  TyoharonKeRangCABKeSang  IndiaFightsCorona  PMOIndia  mansukhmandviya  ianuragthakur https   t co dIPUY4UT9f,2021-09-21 10:00:00,,
25,en,MoHFW_INDIA,2596143056,True,1440248549560631301,"#Unite2FightCorona 

This festive season, #TyoharonKeRangCABKeSang. Listen to Shri @lavagarwal, Joint secretary, Union Health Ministry on #COVIDCharcha LIVE at Twitter SPACES on 22nd of September 2021.

Join via link: https://t.co/T8joJgk3Ef 

@PMOIndia @mansukhmandviya",[],"['Unite2FightCorona', 'TyoharonKeRangCABKeSang', 'COVIDCharcha']","['lavagarwal', 'PMOIndia', 'mansukhmandviya']",['https://t.co/T8joJgk3Ef'],India,,2021-09-21 10:00:00, Unite2FightCorona This festive season   TyoharonKeRangCABKeSang  Listen to Shri  lavagarwal  Joint secretary  Union Health Ministry on  COVIDCharcha LIVE at Twitter SPACES on 22nd of September 2021 Join via link  https   t co T8joJgk3Ef  PMOIndia  mansukhmandviya,
26,en,MoHFW_INDIA,2596143056,True,1440246060564107268,"This #NationalNutritionWeek, let's strive to promote the benefits of healthy nutrition for healthy life. #SwasthaBharat #HealthForAll https://t.co/8FiYzfVwBN",[],"['NationalNutritionWeek', 'SwasthaBharat', 'HealthForAll']",[],[],India,,2021-09-21 09:00:00,This  NationalNutritionWeek  let s strive to promote the benefits of healthy nutrition for healthy life   SwasthaBharat  HealthForAll https   t co 8FiYzfVwBN,
27,hi,MoHFW_INDIA,2596143056,True,1440241072760754178,"#Unite2FightCorona 

डॉ. अरविंद राजवंशी, प्रोफेसर, एमडी, कार्यकारी निदेशक, एम्स, रायबरेली, विद्यार्थियों को कक्षाओं के दौरान #COVID अनुरूप व्यवहारों का पालन करने का सुझाव दे रहे हैं। 

@PMOIndia @mansukhmandviya @ianuragthakur @DrBharatippawar @PIB_India @mygovindia https://t.co/PEoefJiNwl",[],"['Unite2FightCorona', 'COVID']","['PMOIndia', 'mansukhmandviya', 'ianuragthakur', 'DrBharatippawar', 'PIB_India', 'mygovindia']",[],India, Unite2FightCorona डॉ  अरविंद राजवंशी  प्रोफेसर  एमडी  कार्यकारी निदेशक  एम्स  रायबरेली  विद्यार्थियों को कक्षाओं के दौरान  COVID अनुरूप व्यवहारों का पालन करने का सुझाव दे रहे हैं।  PMOIndia  mansukhmandviya  ianuragthakur  DrBharatippawar  PIB India  mygovindia https   t co PEoefJiNwl,2021-09-21 09:00:00,,
28,en,MoHFW_INDIA,2596143056,True,1440234672760320007,"#WorldAlzheimersDay

Family and social support is important in the management of #Alzheimer's disease. #SwasthaBharat #HealthForAll https://t.co/E3Y7IK5O2j",[],"['WorldAlzheimersDay', 'Alzheimer', 'SwasthaBharat', 'HealthForAll']",[],[],India,,2021-09-21 09:00:00, WorldAlzheimersDayFamily and social support is important in the management of  Alzheimer s disease   SwasthaBharat  HealthForAll https   t co E3Y7IK5O2j,
