,tweet_lang,poi_name,poi_id,verified,id,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,country,text_es,tweet_date
0,es,HLGatell,1154180084078501889,True,1440465868400431110,"Al 20 de septiembre en el país se ha vacunado contra #COVID19 a 62 millones 466 mil 037 personas, que representan el 70 por ciento de la población mayor de 18 años. https://t.co/iiIfpbLi7a",[],['COVID19'],[],[],Mexico,Al 20 de septiembre en el país se ha vacunado contra  COVID19 a 62 millones 466 mil 037 personas  que representan el 70 por ciento de la población mayor de 18 años  https   t co iiIfpbLi7a,2021-09-22 00:00:00
1,es,HLGatell,1154180084078501889,True,1440420576602906625,"Cumplimos ocho semanas de reducción de la epidemia de #COVID19. Esta semana la iniciamos con una disminución del 25% a nivel nacional. La tendencia a la baja se mantiene, así como la de desocupación hospitalaria por enfermedad grave. Mantengamos las medidas de prevención. https://t.co/3ftBOjvSfE",[],['COVID19'],[],[],Mexico,Cumplimos ocho semanas de reducción de la epidemia de  COVID19  Esta semana la iniciamos con una disminución del 25  a nivel nacional  La tendencia a la baja se mantiene  así como la de desocupación hospitalaria por enfermedad grave  Mantengamos las medidas de prevención  https   t co 3ftBOjvSfE,2021-09-21 21:00:00
2,es,HLGatell,1154180084078501889,True,1440345091030224900,"El virus SARS-CoV-2 seguirá mutando y por lo tanto surgirán nuevas variantes; algunas son de interés, pero no de preocupación. Si en la vigilancia genética identificáramos que tienen mayor virulencia o son más transmisibles, lo comunicaremos con oportunidad. https://t.co/e7FHyXrnYz",[],[],[],[],Mexico,El virus SARS CoV 2 seguirá mutando y por lo tanto surgirán nuevas variantes  algunas son de interés  pero no de preocupación  Si en la vigilancia genética identificáramos que tienen mayor virulencia o son más transmisibles  lo comunicaremos con oportunidad  https   t co e7FHyXrnYz,2021-09-21 16:00:00
3,es,HLGatell,1154180084078501889,True,1440290899557187596,"El 20 de septiembre se aplicaron 442 mil 011 dosis de vacunas contra #COVID19. Hasta este día, en México suman 96 millones 080 mil 633 dosis suministradas. La epidemia va a la baja y la vacunación no se detiene. https://t.co/NSCs0YMHFf",[],['COVID19'],[],[],Mexico,El 20 de septiembre se aplicaron 442 mil 011 dosis de vacunas contra  COVID19  Hasta este día  en México suman 96 millones 080 mil 633 dosis suministradas  La epidemia va a la baja y la vacunación no se detiene  https   t co NSCs0YMHFf,2021-09-21 12:00:00
4,es,HLGatell,1154180084078501889,True,1439741095814918145,"Al 18 de septiembre en el país se ha vacunado contra #COVID19 a 62 millones 089 mil 019 personas, que representan el 69 por ciento de la población mayor de 18 años. https://t.co/Grg5CzvII2",[],['COVID19'],[],[],Mexico,Al 18 de septiembre en el país se ha vacunado contra  COVID19 a 62 millones 089 mil 019 personas  que representan el 69 por ciento de la población mayor de 18 años  https   t co Grg5CzvII2,2021-09-20 00:00:00
5,es,HLGatell,1154180084078501889,True,1439586026838659075,"El 18 de septiembre se aplicaron 413 mil 331 dosis de vacunas contra #COVID19. Hasta este día, en México suman 95 millones 271 mil 399 dosis suministradas. La vacunación ayuda a salvar vidas y aun con el esquema completo debemos seguir cuidándonos. https://t.co/CaohIzx8qY",[],['COVID19'],[],[],Mexico,El 18 de septiembre se aplicaron 413 mil 331 dosis de vacunas contra  COVID19  Hasta este día  en México suman 95 millones 271 mil 399 dosis suministradas  La vacunación ayuda a salvar vidas y aun con el esquema completo debemos seguir cuidándonos  https   t co CaohIzx8qY,2021-09-19 14:00:00
6,es,HLGatell,1154180084078501889,True,1438292886265765888,"Al 14 de septiembre en el país se ha vacunado contra #COVID19 a 61 millones 407 mil 799 personas, que representan el 69 por ciento de la población mayor de 18 años. https://t.co/dVnYCKkym1",[],['COVID19'],[],[],Mexico,Al 14 de septiembre en el país se ha vacunado contra  COVID19 a 61 millones 407 mil 799 personas  que representan el 69 por ciento de la población mayor de 18 años  https   t co dVnYCKkym1,2021-09-16 00:00:00
7,es,HLGatell,1154180084078501889,True,1438164050454716421,"El 14 de septiembre se aplicaron 827 mil 612 dosis de vacunas contra #COVID19. Hasta este día, en México suman 93 millones 588 mil 719 dosis suministradas. Avanzamos sin contratiempos y de manera ordenada en la vacunación. https://t.co/GtXR3hjWzG",[],['COVID19'],[],[],Mexico,El 14 de septiembre se aplicaron 827 mil 612 dosis de vacunas contra  COVID19  Hasta este día  en México suman 93 millones 588 mil 719 dosis suministradas  Avanzamos sin contratiempos y de manera ordenada en la vacunación  https   t co GtXR3hjWzG,2021-09-15 16:00:00
8,es,HLGatell,1154180084078501889,True,1437944254840586245,"Al 13 de septiembre en el país se ha vacunado contra #COVID19 a 61 millones 175 mil 097 personas, que representan el 68 por ciento de la población mayor de 18 años. https://t.co/3IRaDCwba9",[],['COVID19'],[],[],Mexico,Al 13 de septiembre en el país se ha vacunado contra  COVID19 a 61 millones 175 mil 097 personas  que representan el 68 por ciento de la población mayor de 18 años  https   t co 3IRaDCwba9,2021-09-15 01:00:00
9,es,HLGatell,1154180084078501889,True,1437929158538145792,La @WHO y agencias internacionales de salud han concluido que hasta el momento no se requiere aplicar terceras o segundas dosis de refuerzo de las vacunas contra #COVID19. https://t.co/RoGQgmhkJB,[],['COVID19'],['WHO'],[],Mexico,La  WHO y agencias internacionales de salud han concluido que hasta el momento no se requiere aplicar terceras o segundas dosis de refuerzo de las vacunas contra  COVID19  https   t co RoGQgmhkJB,2021-09-15 00:00:00
10,es,HLGatell,1154180084078501889,True,1437883854807765004,"De las personas hospitalizadas por #COVID19, arriba del 95% no se vacunaron. Llamamos a todas y todos a que se vacunen porque de esta manera reducirán el riesgo de hospitalización y defunción.",[],['COVID19'],[],[],Mexico,De las personas hospitalizadas por  COVID19  arriba del 95  no se vacunaron  Llamamos a todas y todos a que se vacunen porque de esta manera reducirán el riesgo de hospitalización y defunción ,2021-09-14 21:00:00
11,es,HLGatell,1154180084078501889,True,1437853663318319104,Continúa la reducción de la epidemia de #COVID19 a nivel nacional; las 32 entidades federativas presentan una clara tendencia de disminución en los casos y de estos la mayoría son leves. https://t.co/5oZS1wyGRn,[],['COVID19'],[],[],Mexico,Continúa la reducción de la epidemia de  COVID19 a nivel nacional  las 32 entidades federativas presentan una clara tendencia de disminución en los casos y de estos la mayoría son leves  https   t co 5oZS1wyGRn,2021-09-14 19:00:00
12,es,HLGatell,1154180084078501889,True,1437803482027679749,"Desde que se reabrieron las escuelas hace dos semanas no ha repuntado la epidemia de #COVID19 en menores de edad. El gobierno federal sí considera vacunar a niñas, niños y jóvenes con factores de riesgo ante la enfermedad. https://t.co/y4rJ7BLbR6",[],['COVID19'],[],[],Mexico,Desde que se reabrieron las escuelas hace dos semanas no ha repuntado la epidemia de  COVID19 en menores de edad  El gobierno federal sí considera vacunar a niñas  niños y jóvenes con factores de riesgo ante la enfermedad  https   t co y4rJ7BLbR6,2021-09-14 16:00:00
13,es,HLGatell,1154180084078501889,True,1437753958324375556,"El 13 de septiembre se aplicaron 668 mil 700 dosis de vacunas contra #COVID19. Hasta este día, en México suman 92 millones 749 mil 295 dosis suministradas. La vacunación acompaña un regreso a clases presenciales seguro para todas y todos. https://t.co/GaSaUk6bnT",[],['COVID19'],[],[],Mexico,El 13 de septiembre se aplicaron 668 mil 700 dosis de vacunas contra  COVID19  Hasta este día  en México suman 92 millones 749 mil 295 dosis suministradas  La vacunación acompaña un regreso a clases presenciales seguro para todas y todos  https   t co GaSaUk6bnT,2021-09-14 12:00:00
