,tweet_lang,verified,id,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,country,text_es,tweet_date
0,es,False,1440778646134743045,"#terceradosis Como en su ordenador, con  la vacuna dirán Tú sistema inmune con las dos primeras dosis no tiene eficacia. Desde el 14 de enero de 2022 la eficacia de las dos primeras dosis contra el covid han finalizado. Tu sistema immunólogico es más vulnerable ahora…(sigue 1/3) https://t.co/jMNKzwHqlx",[],['terceradosis'],[],[],Mexico, terceradosis Como en su ordenador  con  la vacuna dirán Tú sistema inmune con las dos primeras dosis no tiene eficacia  Desde el 14 de enero de 2022 la eficacia de las dos primeras dosis contra el covid han finalizado  Tu sistema immunólogico es más vulnerable ahora… sigue 1 3  https   t co jMNKzwHqlx,2021-09-22 21:00:00
1,es,False,1440778576970670081,"Y con mocos. Soy☝🏻
Síntomas covid con la vacuna?? https://t.co/oqtEkuQFht",['☝🏻'],[],[],['https://t.co/oqtEkuQFht'],Mexico,Y con mocos  SoySíntomas covid con la vacuna   https   t co oqtEkuQFht,2021-09-22 21:00:00
2,es,False,1440778515629023249,"@raulcarlosmd @viol3tfairy @Hctor75750087 @doctormacias No hay tal emergencia, apaga la TV. Sin autopsias te dirán lo que quieran. 
https://t.co/CPvycoTPt2",[],[],"['raulcarlosmd', 'viol3tfairy', 'Hctor75750087', 'doctormacias']",['https://t.co/CPvycoTPt2'],Mexico, raulcarlosmd  viol3tfairy  Hctor75750087  doctormacias No hay tal emergencia  apaga la TV  Sin autopsias te dirán lo que quieran  https   t co CPvycoTPt2,2021-09-22 21:00:00
3,es,False,1440778396900872193,#VideoTA / Salud Pública evaluará propuesta aplicar la vacuna contra Covid a poblac... https://t.co/FnKDqhkXNQ.,[],['VideoTA'],[],['https://t.co/FnKDqhkXNQ'],Mexico, VideoTA   Salud Pública evaluará propuesta aplicar la vacuna contra Covid a poblac    https   t co FnKDqhkXNQ ,2021-09-22 21:00:00
4,es,False,1440778372196409346,"Brigadistas de Salud aplican vacuna contra el COVID-19 a policías de la SSyPC
https://t.co/gS1RHYARVG

#TuSeguridadYTuBienestarSonNuestraPrioridad
#ProtegerYServir
#SSyPCChiapas
#GabrielaZepedaSoto https://t.co/X5Ad3bf9dV",[],"['TuSeguridadYTuBienestarSonNuestraPrioridad', 'ProtegerYServir', 'SSyPCChiapas', 'GabrielaZepedaSoto']",[],['https://t.co/gS1RHYARVG'],Mexico,Brigadistas de Salud aplican vacuna contra el COVID 19 a policías de la SSyPChttps   t co gS1RHYARVG TuSeguridadYTuBienestarSonNuestraPrioridad ProtegerYServir SSyPCChiapas GabrielaZepedaSoto https   t co X5Ad3bf9dV,2021-09-22 21:00:00
5,es,False,1440778364147490825,"Que paso mi valedor, como que no te has desarrollado una vacuna, si la del COVID quedo en un año, deberías aprender de la 4T. https://t.co/cauCfC0ln9",[],[],[],[],Mexico,Que paso mi valedor  como que no te has desarrollado una vacuna  si la del COVID quedo en un año  deberías aprender de la 4T  https   t co cauCfC0ln9,2021-09-22 21:00:00
6,es,False,1440778212955463680,Cofepris autoriza la Fase 3 del ensayo de la vacuna contra la COVID-19 de Inovio https://t.co/OmBtBZCfRn,[],[],[],['https://t.co/OmBtBZCfRn'],Mexico,Cofepris autoriza la Fase 3 del ensayo de la vacuna contra la COVID 19 de Inovio https   t co OmBtBZCfRn,2021-09-22 21:00:00
7,es,False,1440778209675546625,"Necesito ayuda, después de la segunda dosis de vacuna COVID sputnik hay un gran dolor de ojo con hinchazón y lagrimeó. Alguien me puede decir que sucede.",[],[],[],[],Mexico,Necesito ayuda  después de la segunda dosis de vacuna COVID sputnik hay un gran dolor de ojo con hinchazón y lagrimeó  Alguien me puede decir que sucede ,2021-09-22 21:00:00
8,es,False,1440778199416270850,@amedinapriego Como su ordenador: con la vacuna dirá: Tú sistema inmune con las dos primeras dosis no tiene eficacia. Desde el 14 de enero de 2022 la eficacia de las dos primeras dosis contra el covid han finalizado. Tu sistema immunólogico es más vulnerable ahora a la variante muuuuuu💰💉☠️💰,"['💉', '💰', '☠️']",[],['amedinapriego'],[],Mexico, amedinapriego Como su ordenador  con la vacuna dirá  Tú sistema inmune con las dos primeras dosis no tiene eficacia  Desde el 14 de enero de 2022 la eficacia de las dos primeras dosis contra el covid han finalizado  Tu sistema immunólogico es más vulnerable ahora a la variante muuuuuu,2021-09-22 21:00:00
9,es,False,1440778137109860353,"Hoy me pusieron la primera dosis de vacuna. 
No pude evitar pensar en todo lo que hice sin ella: acordonamientos, sanitizaciones, entrega de víveres, Tlaxcala sin frío, entrega de perritos,una campaña política… 3 abuelos menos…
Covid: no me enfermé de ti en todo este tiempo.",[],[],[],[],Mexico,Hoy me pusieron la primera dosis de vacuna  No pude evitar pensar en todo lo que hice sin ella  acordonamientos  sanitizaciones  entrega de víveres  Tlaxcala sin frío  entrega de perritos una campaña política… 3 abuelos menos…Covid  no me enfermé de ti en todo este tiempo ,2021-09-22 21:00:00
