,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_en,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,text_hi
0,en,1440746542676074506,1255773775318130688, AshokPa13105654 To mat man     ReallySwara,1440749638043070468,False, AshokPa13105654 To mat man     ReallySwara,2021-09-22T18:47:36.000Z,India,@AshokPa13105654 To mat man....@ReallySwara,[],[],"['AshokPa13105654', 'ReallySwara']",[],
1,hi,1440709347168768013,39240673, ABPNews  nbhallan यार कारगर होना चाहिए  दबाव बनाकर मान्यता दिलाने से क्या फायदा,1440722993701818372,False,,2021-09-22T17:01:43.000Z,India,"@ABPNews @nbhallan यार कारगर होना चाहिए, दबाव बनाकर मान्यता दिलाने से क्या फायदा",[],[],"['ABPNews', 'nbhallan']",[], ABPNews  nbhallan यार कारगर होना चाहिए  दबाव बनाकर मान्यता दिलाने से क्या फायदा
2,hi,1440709347168768013,39240673, ABPNews  nbhallan मोदी जी हैं तो मुमकिन है,1440716968475070474,False,,2021-09-22T16:37:47.000Z,India,@ABPNews @nbhallan मोदी जी हैं तो मुमकिन है,[],[],"['ABPNews', 'nbhallan']",[], ABPNews  nbhallan मोदी जी हैं तो मुमकिन है
3,hi,1440678619752271876,282938386,भारत को अब भी उन 17 देशों की सूची में शामिल नहीं किया गया है  जिनके यात्रियों को टीकाकरण को ब्रिटेन में मान्यता हासिल होगी।,1440678702233227274,False,,2021-09-22T14:05:43.000Z,India,"भारत को अब भी उन 17 देशों की सूची में शामिल नहीं किया गया है, जिनके यात्रियों को टीकाकरण को ब्रिटेन में मान्यता हासिल होगी।",[],[],[],[],भारत को अब भी उन 17 देशों की सूची में शामिल नहीं किया गया है  जिनके यात्रियों को टीकाकरण को ब्रिटेन में मान्यता हासिल होगी।
4,hi,1440671882865377294,801453503927361537,देंगे  क्योंकि ये मान्यता की आड़ में भारत की राजनीति को दुनियाभर में दबाकर रखना चाहते हैं।लेकिन अब नया भारत  है।ना दबेगा ना झुकेगा। narendramodi ji,1440671890863919117,False,,2021-09-22T13:38:39.000Z,India,"देंगे, क्योंकि ये मान्यता की आड़ में भारत की राजनीति को दुनियाभर में दबाकर रखना चाहते हैं।
लेकिन अब नया भारत 🇮🇳 है।
ना दबेगा,ना झुकेगा।
@narendramodi ji
🇮🇳🚩","['🚩', '🇮🇳']",[],[],['https://t.co/dbfRMu0msK'],देंगे  क्योंकि ये मान्यता की आड़ में भारत की राजनीति को दुनियाभर में दबाकर रखना चाहते हैं।लेकिन अब नया भारत  है।ना दबेगा ना झुकेगा। narendramodi ji
5,hi,1440671882865377294,801453503927361537,भारत के साथ आया है तब धनी देशों और WHO को वैक्सीन की मान्यता देने में बड़ी तकलीफ़ हो रही है  क्योंकि इन देशों का व्यापार भारत ने बर्बाद कर खुद के हाथ ले लिया है।आज देश को जरूरत है कि मान्यता दे या ना दे सारे विश्व के लिए वैक्सीन का निर्यात ही बैन कर देना चाहिए।झक मराकर मान्यता,1440671888204722176,False,,2021-09-22T13:38:39.000Z,India,"भारत के साथ आया है,तब धनी देशों और WHO को वैक्सीन की मान्यता देने में बड़ी तकलीफ़ हो रही है, क्योंकि इन देशों का व्यापार भारत ने बर्बाद कर खुद के हाथ ले लिया है।
आज देश को जरूरत है कि मान्यता दे या ना दे,सारे विश्व के लिए वैक्सीन का निर्यात ही बैन कर देना चाहिए।
झक मराकर मान्यता",[],[],[],['https://t.co/bD8SNso6wH'],भारत के साथ आया है तब धनी देशों और WHO को वैक्सीन की मान्यता देने में बड़ी तकलीफ़ हो रही है  क्योंकि इन देशों का व्यापार भारत ने बर्बाद कर खुद के हाथ ले लिया है।आज देश को जरूरत है कि मान्यता दे या ना दे सारे विश्व के लिए वैक्सीन का निर्यात ही बैन कर देना चाहिए।झक मराकर मान्यता
6,hi,1440662195436621833,39240673, ABPNews अच्छा कदम,1440676734261624846,False,,2021-09-22T13:57:54.000Z,India,@ABPNews अच्छा कदम,[],[],['ABPNews'],[], ABPNews अच्छा कदम
7,hi,1440662195436621833,39240673, ABPNews जरा जल्दी सैम अंकल। 56 मुल्कों के भिखारी इंतजार कर रहे हैं।,1440669672370688004,False,,2021-09-22T13:29:50.000Z,India,@ABPNews जरा जल्दी सैम अंकल। 56 मुल्कों के भिखारी इंतजार कर रहे हैं।,[],[],['ABPNews'],[], ABPNews जरा जल्दी सैम अंकल। 56 मुल्कों के भिखारी इंतजार कर रहे हैं।
8,en,1440653040696979481,978598863274762241, dipro rohtak That s grate,1440655122795679747,False, dipro rohtak That s grate,2021-09-22T12:32:02.000Z,India,@dipro_rohtak That's grate,[],[],['dipro_rohtak'],[],
9,hi,1440640666057379851,1401721802431238144, Punisher1938 ओह भाई ,1440651500150157325,False,,2021-09-22T12:17:38.000Z,India,@Punisher1938 ओह भाई 🤦😂,"['😂', '🤦']",[],['Punisher1938'],[], Punisher1938 ओह भाई 
