,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_hi,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,text_en
0,hi,1440641492125585410,753594181696819201, ThePradeepBatra  SunilRW  pushkardhami  narendramodi  BJP4UK  shivprakashbjp  anil baluni  AmitShah  BJP4India  JPNadda  yoursdharm  rpsinghkhalsa भाजपा फिर से आ रही है 2022,1440649065482514435,False, ThePradeepBatra  SunilRW  pushkardhami  narendramodi  BJP4UK  shivprakashbjp  anil baluni  AmitShah  BJP4India  JPNadda  yoursdharm  rpsinghkhalsa भाजपा फिर से आ रही है 2022,2021-09-22T12:07:57.000Z,India,@ThePradeepBatra @SunilRW @pushkardhami @narendramodi @BJP4UK @shivprakashbjp @anil_baluni @AmitShah @BJP4India @JPNadda @yoursdharm @rpsinghkhalsa भाजपा फिर से आ रही है 2022,[],[],"['ThePradeepBatra', 'SunilRW', 'pushkardhami', 'narendramodi', 'BJP4UK', 'shivprakashbjp', 'anil_baluni', 'AmitShah', 'BJP4India']",['https://t.co/x420eFxzF5'],
1,hi,1440608540977078277,1870059439, SureshrathoreUK माननीय श्री सुरेश राठौड़ जी जिन्दाबाद,1440626837156032521,False, SureshrathoreUK माननीय श्री सुरेश राठौड़ जी जिन्दाबाद,2021-09-22T10:39:38.000Z,India,@SureshrathoreUK माननीय श्री सुरेश राठौड़ जी जिन्दाबाद❤❤,['❤'],[],['SureshrathoreUK'],[],
2,hi,1440594213972975616,2229508381, BJP4UK जय हो,1440667956757757970,False, BJP4UK जय हो,2021-09-22T13:23:01.000Z,India,@BJP4UK जय हो,[],[],['BJP4UK'],[],
3,hi,1440594213972975616,2229508381, BJP4UK  MLAAdeshchauhan मोदी जी है तो मुमकिन है बीजेपी ओबीसी मोर्चा सोशल मीडिया उत्तराखंड,1440631112175284237,False, BJP4UK  MLAAdeshchauhan मोदी जी है तो मुमकिन है बीजेपी ओबीसी मोर्चा सोशल मीडिया उत्तराखंड,2021-09-22T10:56:37.000Z,India,"@BJP4UK @MLAAdeshchauhan मोदी जी है तो मुमकिन है 
बीजेपी ओबीसी मोर्चा सोशल मीडिया उत्तराखंड",[],[],"['BJP4UK', 'MLAAdeshchauhan']",[],
4,en,1440263378442670091,2617066206, DrRPNishank  narendramodi hello R K  this side do you wanna earn money online by using your phone then DM me  918839488464Instagram ID   r k  affiliater,1440263478170640386,False,,2021-09-21T10:35:46.000Z,India,"@DrRPNishank @narendramodi hello R.K. this side 
do you wanna earn money online by using your phone 
then DM me 👇🏻
+918839488464
Instagram ID:- r.k._affiliater",['👇🏻'],[],"['DrRPNishank', 'narendramodi']",['https://t.co/VFE17q629v'], DrRPNishank  narendramodi hello R K  this side do you wanna earn money online by using your phone then DM me  918839488464Instagram ID   r k  affiliater
5,en,1439755029238353928,3014871359, Saran dm  nildeoreIAS I have taken vaccine on 17th Sep 2021 but till now I have not got message regarding vaccination certificate  I also checked on Cowin app ,1439758868536385538,False,,2021-09-20T01:10:38.000Z,India,@Saran_dm @nildeoreIAS I have taken vaccine on 17th Sep 2021 but till now I have not got message regarding vaccination certificate. I also checked on Cowin app.,[],[],"['Saran_dm', 'nildeoreIAS']",['https://t.co/IP04k21qXK'], Saran dm  nildeoreIAS I have taken vaccine on 17th Sep 2021 but till now I have not got message regarding vaccination certificate  I also checked on Cowin app 
6,hi,1439478143555756035,1305790360845778944, KRISHANMOHANKR6 जय श्री राम,1439479608118681604,False, KRISHANMOHANKR6 जय श्री राम,2021-09-19T06:40:57.000Z,India,@KRISHANMOHANKR6 जय श्री राम🙏🙏,['🙏'],[],['KRISHANMOHANKR6'],[],
7,hi,1439213152277700611,813345438908620801,गोवा में एचसीडब्ल्यूएस और कोविड टीकाकरण कार्यक्रम के लाभार्थियों के साथ बातचीत में प्रधानमंत्री  narendramodi के संबोधन का मूल पाठ।विवरण  https   t co cqTv0chJi8 PMOIndia  MoHFW INDIA  goacm  mansukhmandviya  DrBharatippawar  ianuragthakur  Murugan MoS  UNinHindi,1439213715534934017,True,गोवा में एचसीडब्ल्यूएस और कोविड टीकाकरण कार्यक्रम के लाभार्थियों के साथ बातचीत में प्रधानमंत्री  narendramodi के संबोधन का मूल पाठ।विवरण  https   t co cqTv0chJi8 PMOIndia  MoHFW INDIA  goacm  mansukhmandviya  DrBharatippawar  ianuragthakur  Murugan MoS  UNinHindi,2021-09-18T13:04:23.000Z,India,"गोवा में एचसीडब्ल्यूएस और कोविड टीकाकरण कार्यक्रम के लाभार्थियों के साथ बातचीत में प्रधानमंत्री @narendramodi के संबोधन का मूल पाठ।

विवरण: https://t.co/cqTv0chJi8

@PMOIndia @MoHFW_INDIA @goacm @mansukhmandviya @DrBharatippawar @ianuragthakur @Murugan_MoS @UNinHindi",[],[],['narendramodi'],['https://t.co/rJU4o68pGo'],
8,hi,1439171651535466501,3000838099, PIBHindi  narendramodi माननीय प्रधानमंत्री पीएम पोर्टल पर एक आम युवा 3 साल से लगातार ढाई हजार बार कंप्लेंट करता है और रिप्लाई जीरो के बराबर है तो उसे हिंदुस्तान की आम जनता क्या कहेगी।,1439173148524515333,False, PIBHindi  narendramodi माननीय प्रधानमंत्री पीएम पोर्टल पर एक आम युवा 3 साल से लगातार ढाई हजार बार कंप्लेंट करता है और रिप्लाई जीरो के बराबर है तो उसे हिंदुस्तान की आम जनता क्या कहेगी।,2021-09-18T10:23:11.000Z,India,@PIBHindi @narendramodi माननीय प्रधानमंत्री पीएम पोर्टल पर एक आम युवा 3 साल से लगातार ढाई हजार बार कंप्लेंट करता है और रिप्लाई जीरो के बराबर है तो उसे हिंदुस्तान की आम जनता क्या कहेगी।,[],[],"['PIBHindi', 'narendramodi']",['https://t.co/eyhEAQkgyF'],
9,hi,1439101662002511879,355300729,पड़ा है मुझे अतः आपसे अनुरोध है की मेरी मदद करे ,1439101668138708992,False,पड़ा है मुझे अतः आपसे अनुरोध है की मेरी मदद करे ,2021-09-18T05:39:09.000Z,India,पड़ा है मुझे अतः आपसे अनुरोध है की मेरी मदद करे.,[],[],[],[],
