,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_en,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,text_hi
0,en,1440566295460605953,1430023689731411995, ndtvindiafeed  ndtvindia Wait for atleast 3 to 6 months for best result will start    This all  deăths will add in to the new VAR1ANT name    https   t co wx8ULAKYJw,1440574417130573833,False, ndtvindiafeed  ndtvindia Wait for atleast 3 to 6 months for best result will start    This all  deăths will add in to the new VAR1ANT name    https   t co wx8ULAKYJw,2021-09-22T07:11:20.000Z,India,@ndtvindiafeed @ndtvindia Wait for atleast 3 to 6 months for best result will start... This all 💉 deăths will add in to the new VAR1ANT name... https://t.co/wx8ULAKYJw,['💉'],[],"['ndtvindiafeed', 'ndtvindia']",['https://t.co/uaBBvrJIaP'],
1,en,1440249357782032387,1293238024000532486, SWACHNGO Nice information,1440669864247529485,False, SWACHNGO Nice information,2021-09-22T13:30:36.000Z,India,@SWACHNGO Nice information,[],[],['SWACHNGO'],[],
2,hi,1439970163772702720,1431650045309304832,संत रामपाल जी महाराज जी के लाखों अनुयायी बुराईयों को त्यागकर नेक जीवन जीने लगे हैं।,1439970166972968964,False,,2021-09-20T15:10:15.000Z,India,संत रामपाल जी महाराज जी के लाखों अनुयायी बुराईयों को त्यागकर नेक जीवन जीने लगे हैं।,[],[],[],[],संत रामपाल जी महाराज जी के लाखों अनुयायी बुराईयों को त्यागकर नेक जीवन जीने लगे हैं।
3,en,1439776282896572417,1330058390350024705, GodJyoti Right ,1439987763315544064,False, GodJyoti Right ,2021-09-20T16:20:11.000Z,India,@GodJyoti Right ✅🙏,"['🙏', '✅']",[],['GodJyoti'],[],
4,hi,1439571034143805441,1186157902031015938,संत रामपाल जी महाराज जी के लाखों अनुयायी बुराईयों को त्यागकर नेक जीवन जीने लगे हैं।,1439571037616676868,False,,2021-09-19T12:44:15.000Z,India,संत रामपाल जी महाराज जी के लाखों अनुयायी बुराईयों को त्यागकर नेक जीवन जीने लगे हैं।,[],[],[],[],संत रामपाल जी महाराज जी के लाखों अनुयायी बुराईयों को त्यागकर नेक जीवन जीने लगे हैं।
5,hi,1439313258272354304,880325300302872576, NKY   007 Udta teer apne goan me lene ki jarurat thi kya bhai ,1439325533074903040,False,,2021-09-18T20:28:43.000Z,India,@NKY___007 Udta teer apne goan me lene ki jarurat thi kya bhai 🙏🙏,['🙏'],[],['NKY___007'],[], NKY   007 Udta teer apne goan me lene ki jarurat thi kya bhai 
6,hi,1439313258272354304,880325300302872576, NKY   007  SaxenaJayant  narendramodi Abe chamche dekh tere liye video laya ek nikal ke jab apni okat nahi rahti to limit me rahne ka samja goshuThe Taliban are punishing the thief ToDayinAfg https   t co G683eLforg,1439323973246881792,False,,2021-09-18T20:22:31.000Z,India,"@NKY___007 @SaxenaJayant @narendramodi Abe chamche dekh tere liye video laya ek nikal ke jab apni okat nahi rahti to limit me rahne ka samja goshu

The Taliban are punishing the thief
#ToDayinAfg https://t.co/G683eLforg",[],[],"['NKY___007', 'SaxenaJayant', 'narendramodi']",['https://t.co/QTqdjMmnYF'], NKY   007  SaxenaJayant  narendramodi Abe chamche dekh tere liye video laya ek nikal ke jab apni okat nahi rahti to limit me rahne ka samja goshuThe Taliban are punishing the thief ToDayinAfg https   t co G683eLforg
7,hi,1439261070141497344,1055739104715923457,  AKASH INC  IndiaAwakened  A   अहंकारीK   क।तिलH   हिन्दू विरोधीI   इस्लाम वोट बैंकL   लैपटॉप घोटालाE   ऐश ओ आरामS   सत्ताभोगीH   हरा हुआ,1439281584901742593,False,,2021-09-18T17:34:05.000Z,India,"@_AKASH_INC @IndiaAwakened_ A - अहंकारी
K - क।तिल
H - हिन्दू विरोधी
I - इस्लाम वोट बैंक
L - लैपटॉप घोटाला
E - ऐश ओ आराम
S - सत्ताभोगी
H - हरा हुआ",[],[],"['_AKASH_INC', 'IndiaAwakened_']",['https://t.co/R1wBrBFDiY'],  AKASH INC  IndiaAwakened  A   अहंकारीK   क।तिलH   हिन्दू विरोधीI   इस्लाम वोट बैंकL   लैपटॉप घोटालाE   ऐश ओ आरामS   सत्ताभोगीH   हरा हुआ
8,en,1439234169188466689,1268008945001562116, VotesToCongress The numbers are important Mr  Germany     50MUS              180MSri Lanka     10MTurkey          41MBrazil            78MMexico          41MRussia           40MIndia             197M,1439245895967539203,False, VotesToCongress The numbers are important Mr  Germany     50MUS              180MSri Lanka     10MTurkey          41MBrazil            78MMexico          41MRussia           40MIndia             197M,2021-09-18T15:12:16.000Z,India,"@VotesToCongress The numbers are important Mr. 
🇩🇪Germany :   50M
🇺🇸US :            180M
🇱🇰Sri Lanka :   10M
🇹🇷Turkey :        41M
🇧🇷Brazil :          78M
🇲🇽Mexico :        41M
🇷🇺Russia :         40M
🇮🇳India :           197M","['🇲🇽', '🇮🇳', '🇧🇷', '🇱🇰', '🇹🇷', '🇷🇺', '🇺🇸', '🇩🇪']",[],['VotesToCongress'],['https://t.co/H9iatyUuNT'],
9,hi,1439234169188466689,1268008945001562116, Rakesh kr33  VotesToCongress  EkantRavi ये नहि बता सकते क्योके ये जहर घोलने वाले किसी बुद्धिजीवी को नहि केवल खुद को हि सहि मानते ह,1439241688078188545,False,,2021-09-18T14:55:32.000Z,India,@Rakesh_kr33 @VotesToCongress @EkantRavi ये नहि बता सकते क्योके ये जहर घोलने वाले किसी बुद्धिजीवी को नहि केवल खुद को हि सहि मानते ह,[],[],"['Rakesh_kr33', 'VotesToCongress', 'EkantRavi']",[], Rakesh kr33  VotesToCongress  EkantRavi ये नहि बता सकते क्योके ये जहर घोलने वाले किसी बुद्धिजीवी को नहि केवल खुद को हि सहि मानते ह
