,tweet_lang,verified,id,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,country,text_en,tweet_date
0,en,True,1441160992344268809,CDC panel recommends Pfizer booster shots for some; New York health commissioner resigns: Latest COVID-19 updates https://t.co/pv2JainLnJ,[],[],[],['https://t.co/pv2JainLnJ'],USA,CDC panel recommends Pfizer booster shots for some  New York health commissioner resigns  Latest COVID 19 updates https   t co pv2JainLnJ,2021-09-23 22:00:00
1,en,False,1441160955610730497,"""CDC panel approves COVID-19 booster shots for older and more vulnerable individuals""  https://t.co/PSvjnWNabJ",[],[],[],['https://t.co/PSvjnWNabJ'],USA, CDC panel approves COVID 19 booster shots for older and more vulnerable individuals   https   t co PSvjnWNabJ,2021-09-23 22:00:00
2,en,False,1441160945670057989,Good news for Mrs F and me!  Appointments next Wednesday for booster shots at our neighborhood Little Clinic!,[],[],[],[],USA,Good news for Mrs F and me   Appointments next Wednesday for booster shots at our neighborhood Little Clinic ,2021-09-23 22:00:00
3,en,False,1441160916456943616,"@NBCPolitics I am over 80, and have had two shots of Moderna.  I am  trying to find out if people like me should get a booster shot of Pfizer or wait until a Moderna booster is available.  It shouldn't be this hard to find an answer to such a simple question, but nobody has mentioned it.",[],[],['NBCPolitics'],[],USA, NBCPolitics I am over 80  and have had two shots of Moderna   I am  trying to find out if people like me should get a booster shot of Pfizer or wait until a Moderna booster is available   It shouldn t be this hard to find an answer to such a simple question  but nobody has mentioned it ,2021-09-23 22:00:00
4,en,False,1441160859976290308,"""After CDC Director Rochelle Walensky signs off on the ACIP recommendations, Pfizer booster shots may be given immediately.""

What an insane process.",[],[],[],[],USA, After CDC Director Rochelle Walensky signs off on the ACIP recommendations  Pfizer booster shots may be given immediately  What an insane process ,2021-09-23 22:00:00
5,en,False,1441160853517049858,"@jordandmonaghan @NC_Governor @ConeHealth Cooper wants EVERYONE, including kids, to inject the shot, indefinitely.
https://t.co/jU3q8dMH2V",[],[],"['jordandmonaghan', 'NC_Governor', 'ConeHealth']",['https://t.co/jU3q8dMH2V'],USA, jordandmonaghan  NC Governor  ConeHealth Cooper wants EVERYONE  including kids  to inject the shot  indefinitely https   t co jU3q8dMH2V,2021-09-23 22:00:00
6,en,False,1441160683874230276,CDC advisory panel backs Pfizer COVID-19 booster shots for millions of older or otherwise vulnerable Americans https://t.co/F77bNSu8Ki,[],[],[],['https://t.co/F77bNSu8Ki'],USA,CDC advisory panel backs Pfizer COVID 19 booster shots for millions of older or otherwise vulnerable Americans https   t co F77bNSu8Ki,2021-09-23 22:00:00
7,en,False,1441160604115300355,CDC panel recommends Pfizer booster shots for some; New York health commissioner resigns: Latest COVID-19 updates https://t.co/yKuEwP1SrE,[],[],[],['https://t.co/yKuEwP1SrE'],USA,CDC panel recommends Pfizer booster shots for some  New York health commissioner resigns  Latest COVID 19 updates https   t co yKuEwP1SrE,2021-09-23 22:00:00
8,en,True,1441160531423924224,"Some health experts say that instead of third COVID-19 shots in wealthy countries, governments should prioritize global distribution of vaccines. At the same time, many say boosters will be necessary as protection from the first shots begins to wane. https://t.co/PdrxR08c7j https://t.co/bxuYdU4D0k",['xp'],[],[],['https://t.co/PdrxR08c7j'],USA,Some health eerts say that instead of third COVID 19 shots in wealthy countries  governments should prioritize global distribution of vaccines  At the same time  many say boosters will be necessary as protection from the first shots begins to wane  https   t co PdrxR08c7j https   t co bxuYdU4D0k,2021-09-23 22:00:00
9,en,True,1441160524704714755,The CDC’s advisers were set to vote Thursday on how many of the roughly 26 million Americans who had their last Pfizer shot at least six months ago should go ahead and get that third dose. https://t.co/W10IVsRLG5,[],[],[],['https://t.co/W10IVsRLG5'],USA,The CDC’s advisers were set to vote Thursday on how many of the roughly 26 million Americans who had their last Pfizer shot at least six months ago should go ahead and get that third dose  https   t co W10IVsRLG5,2021-09-23 22:00:00
10,en,False,1441160519495262208,"U.S. CDC advisers back COVID-19 booster shots for those 65 and older, not for high-risk workers

【Reuters】
https://t.co/mt0eQxYtn2",[],[],[],['https://t.co/mt0eQxYtn2'],USA,U S  CDC advisers back COVID 19 booster shots for those 65 and older  not for high risk workers【Reuters】https   t co mt0eQxYtn2,2021-09-23 22:00:00
11,en,False,1441160517217783813,"Over 83% of the United Kingdom is vaccinated against COVID-19.  However, these protective antibodies can decrease over time.  Good news!  The UK is rolling out booster shots to those who qualify. Learn more here, https://t.co/ZCboZePmV2 https://t.co/oBhZUActag",[],[],[],['https://t.co/ZCboZePmV2'],USA,Over 83  of the United Kingdom is vaccinated against COVID 19   However  these protective antibodies can decrease over time   Good news   The UK is rolling out booster shots to those who qualify  Learn more here  https   t co ZCboZePmV2 https   t co oBhZUActag,2021-09-23 22:00:00
12,en,False,1441160513640009731,"@jenneraub I'm not sure what ""normal"" means at this point. Vaccine passports have no sunset, we've got an indeterminate number of booster shots in the pipeline, and mask mandates are still a thing even in cities like SF where 80% total population is vaxxed.",[],[],['jenneraub'],[],USA, jenneraub I m not sure what  normal  means at this point  Vaccine passports have no sunset  we ve got an indeterminate number of booster shots in the pipeline  and mask mandates are still a thing even in cities like SF where 80  total population is vaxxed ,2021-09-23 22:00:00
13,en,True,1441160512419500043,The U.S. vaccination drive against COVID-19 stood on the verge of a major new phase as government advisers Thursday recommended booster doses of Pfizer's vaccine for millions of older or otherwise vulnerable Americans. https://t.co/eby2rb7HXp,[],[],[],['https://t.co/eby2rb7HXp'],USA,The U S  vaccination drive against COVID 19 stood on the verge of a major new phase as government advisers Thursday recommended booster doses of Pfizer s vaccine for millions of older or otherwise vulnerable Americans  https   t co eby2rb7HXp,2021-09-23 22:00:00
14,en,False,1441160496426545152,"""CDC panel approves COVID-19 booster shots for older and more vulnerable individuals""  https://t.co/Z4iMpnQiFP",[],[],[],['https://t.co/Z4iMpnQiFP'],USA, CDC panel approves COVID 19 booster shots for older and more vulnerable individuals   https   t co Z4iMpnQiFP,2021-09-23 22:00:00
15,en,False,1441160463421607939,"LIVE at FIVE: Marrisa Galatas and Kiersten Volion give updates on the COVID-19 booster shots on Thursday Newsbeat. 
https://t.co/Qp9WFFYIYV",[],[],[],['https://t.co/Qp9WFFYIYV'],USA,LIVE at FIVE  Marrisa Galatas and Kiersten Volion give updates on the COVID 19 booster shots on Thursday Newsbeat  https   t co Qp9WFFYIYV,2021-09-23 22:00:00
16,en,True,1441160449685213188,"CDC advisers try to work out the details on booster shots.

https://t.co/gTuNjwtju4",[],[],[],['https://t.co/gTuNjwtju4'],USA,CDC advisers try to work out the details on booster shots https   t co gTuNjwtju4,2021-09-23 22:00:00
17,en,False,1441160444291567622,"Booster Shots, Haiti, M.L.B. Wild-Card: Your Thursday Evening Briefing https://t.co/c9JA6l2Ncm",[],[],[],['https://t.co/c9JA6l2Ncm'],USA,Booster Shots  Haiti  M L B  Wild Card  Your Thursday Evening Briefing https   t co c9JA6l2Ncm,2021-09-23 22:00:00
