,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_hi,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,text_en
0,hi,1440879040865325061,1369879829474992129,लेकिन जो भी हो  यह काम कर गया  वो भी 24 घंटे के अंदर     भारत की कूटनीति अब दुनिया पर किस कदर हावी है  यह इसका एक ज्वलंत उदाहरण है   ,1440879079687790592,False,लेकिन जो भी हो  यह काम कर गया  वो भी 24 घंटे के अंदर     भारत की कूटनीति अब दुनिया पर किस कदर हावी है  यह इसका एक ज्वलंत उदाहरण है   ,2021-09-23T03:21:57.000Z,India,"लेकिन जो भी हो, यह काम कर गया, वो भी 24 घंटे के अंदर.... भारत की कूटनीति अब दुनिया पर किस कदर हावी है, यह इसका एक ज्वलंत उदाहरण है...",[],[],[],[],
1,hi,1440878203858391041,1299270599223648257, Angel Rai7 बहुत ही बढ़िया देवीजीअब मैं भी लगवा लूंगा,1440879740743606282,False, Angel Rai7 बहुत ही बढ़िया देवीजीअब मैं भी लगवा लूंगा,2021-09-23T03:24:35.000Z,India,"@Angel_Rai7 बहुत ही बढ़िया देवीजी😍
अब मैं भी लगवा लूंगा",['😍'],[],['Angel_Rai7'],[],
2,hi,1440871778713096193,324371561,क्योंकि रेस्टोरेंट में उन्हें प्रवेश नहीं करने दिया गया,1440871806890496004,False,क्योंकि रेस्टोरेंट में उन्हें प्रवेश नहीं करने दिया गया,2021-09-23T02:53:03.000Z,India,क्योंकि रेस्टोरेंट में उन्हें प्रवेश नहीं करने दिया गया,[],[],[],[],
3,hi,1440870448284114948,829391066021392384, ShilpaBhartiy  ManojMehtamm मोदी जी ने 2014 मे देश को कहा था कि वह विदेशों में जमा काला धन लाएंगे मोदी जी अपने उसी वादे को पूरा करने के लिए काला धन तो नही आ पाया इसलिए   सफेद धन   ड्रग्स लाये हैं और लोग हैं कि बुराई कर रहे हैं मोदी जी की,1440883175824105477,False, ShilpaBhartiy  ManojMehtamm मोदी जी ने 2014 मे देश को कहा था कि वह विदेशों में जमा काला धन लाएंगे मोदी जी अपने उसी वादे को पूरा करने के लिए काला धन तो नही आ पाया इसलिए   सफेद धन   ड्रग्स लाये हैं और लोग हैं कि बुराई कर रहे हैं मोदी जी की,2021-09-23T03:38:14.000Z,India,"@ShilpaBhartiy @ManojMehtamm मोदी जी ने 2014 मे देश को कहा था कि वह विदेशों में जमा काला धन लाएंगे 

मोदी जी अपने उसी वादे को पूरा करने के लिए काला धन तो नही आ पाया इसलिए "" सफेद धन "" ड्रग्स लाये हैं 
और लोग हैं कि बुराई कर रहे हैं मोदी जी की",[],[],"['ShilpaBhartiy', 'ManojMehtamm']",['https://t.co/VEWVkej0Fb'],
4,hi,1440870120306331649,366494836, tarang2016  WHO किसी को इतना भाव भी मत दो कि सिर पर चढ जाये    ,1440882531922968589,False, tarang2016  WHO किसी को इतना भाव भी मत दो कि सिर पर चढ जाये    ,2021-09-23T03:35:40.000Z,India,@tarang2016 @WHO किसी को इतना भाव भी मत दो कि सिर पर चढ जाये ...,[],[],"['tarang2016', 'WHO']",[],
5,hi,1440868300926316551,769215444494450692, DineshP777 ये मोदी जी hai,1440872132804632583,False, DineshP777 ये मोदी जी hai,2021-09-23T02:54:21.000Z,India,@DineshP777 ये मोदी जी🙏 hai,['🙏'],[],['DineshP777'],[],
6,hi,1440866696969928704,708038782, amitgour19  BJP4India अगर कुछ नहीं खरीदा तो कैसे भारत ने 3 जगें जीत ली थी l क्या वो बिना हथियारों के जीती थी l कितना अडंभगती करोगे l,1440879747274199049,False, amitgour19  BJP4India अगर कुछ नहीं खरीदा तो कैसे भारत ने 3 जगें जीत ली थी l क्या वो बिना हथियारों के जीती थी l कितना अडंभगती करोगे l,2021-09-23T03:24:36.000Z,India,@amitgour19 @BJP4India अगर कुछ नहीं खरीदा तो कैसे भारत ने 3 जगें जीत ली थी l क्या वो बिना हथियारों के जीती थी l कितना अडंभगती करोगे l,[],[],"['amitgour19', 'BJP4India']",[],
7,hi,1440866696969928704,708038782, amitgour19  BJP4India देश यहां से खरीदा जा रहा है https   t co D4TRuRryep,1440868926565408781,False, amitgour19  BJP4India देश यहां से खरीदा जा रहा है https   t co D4TRuRryep,2021-09-23T02:41:36.000Z,India,@amitgour19 @BJP4India देश यहां से खरीदा जा रहा है https://t.co/D4TRuRryep,[],[],"['amitgour19', 'BJP4India']",[],
8,hi,1440861175885950979,1513574798, CsazadSINGH फर्जीवाड़ा करने में मोदी सरकार व्यस्त हैं,1440880395751358465,False, CsazadSINGH फर्जीवाड़ा करने में मोदी सरकार व्यस्त हैं,2021-09-23T03:27:11.000Z,India,@CsazadSINGH फर्जीवाड़ा करने में मोदी सरकार व्यस्त हैं,[],[],['CsazadSINGH'],[],
9,en,1440845463800868871,4298181809,  HumHindustani The Govt of India should have made it mandatory who ever is working in India from any other country must take Only Indian Jab for its tracking  All would have come in line it may be UK  Canada or USA,1440855685273579521,False,,2021-09-23T01:48:59.000Z,India,"@_HumHindustani The Govt of India should have made it mandatory who ever is working in India from any other country must take Only Indian Jab for its tracking. All would have come in line it may be UK, Canada or USA",[],[],['_HumHindustani'],['https://t.co/LhkyVBJFcE'],  HumHindustani The Govt of India should have made it mandatory who ever is working in India from any other country must take Only Indian Jab for its tracking  All would have come in line it may be UK  Canada or USA
10,en,1440843364103081986,1068155700168126464, OpIndia in Wife busy dismantling  HindutvaHusband busy dismantling truth What a fantastic pair of con stars from the left liberal  cabal  ,1440855079330979840,False,,2021-09-23T01:46:35.000Z,India,"@OpIndia_in Wife busy dismantling  Hindutva
Husband busy dismantling truth.
What a fantastic pair of con stars from the left liberal  cabal .",[],[],['OpIndia_in'],['https://t.co/mzIgF3z3lu'], OpIndia in Wife busy dismantling  HindutvaHusband busy dismantling truth What a fantastic pair of con stars from the left liberal  cabal  
11,hi,1440843364103081986,1068155700168126464, OpIndia in  svaradarajan   sardesairajdeep  HartoshSinghBal  waglenikhil का कुम्भ में बिछड़ा भाई है जिनके माता पिता ने बचपन में इस विश्वास के साथ दूध में  Complan मिला मिला कर पिलाया था की उनके बढ़ते हुए बच्चे की बुद्धि का विकास होगा  क़द तो बढ़ा पर दिमाग़ घुटने में ही रह गया Cheers https   t co r2jLjneaZY,1440846815905996807,False, OpIndia in  svaradarajan   sardesairajdeep  HartoshSinghBal  waglenikhil का कुम्भ में बिछड़ा भाई है जिनके माता पिता ने बचपन में इस विश्वास के साथ दूध में  Complan मिला मिला कर पिलाया था की उनके बढ़ते हुए बच्चे की बुद्धि का विकास होगा  क़द तो बढ़ा पर दिमाग़ घुटने में ही रह गया Cheers https   t co r2jLjneaZY,2021-09-23T01:13:45.000Z,India,"@OpIndia_in @svaradarajan, @sardesairajdeep @HartoshSinghBal @waglenikhil का कुम्भ में बिछड़ा भाई है जिनके माता-पिता ने बचपन में इस विश्वास के साथ दूध में #Complan मिला-मिला कर पिलाया था की उनके बढ़ते हुए बच्चे की बुद्धि का विकास होगा. क़द तो बढ़ा पर दिमाग़ घुटने में ही रह गया!

Cheers🥂🍗 https://t.co/r2jLjneaZY","['🍗', '🥂']",[],"['OpIndia_in', 'svaradarajan', 'sardesairajdeep', 'HartoshSinghBal', 'waglenikhil']",['https://t.co/kGsYxlRZos'],
12,hi,1440829775413538819,1106469488008921089, ShivSha80732190  Kaushik83610189 घपला  ही घपला है,1440854419701067779,False, ShivSha80732190  Kaushik83610189 घपला  ही घपला है,2021-09-23T01:43:58.000Z,India,@ShivSha80732190 @Kaushik83610189 घपला  ही घपला है,[],[],"['ShivSha80732190', 'Kaushik83610189']",[],
