,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_en,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,text_es
0,en,1441175744990777354,2367381215, CasiniFrancis You know what  Scratch that  Go Cousins ,1441176417551540224,False, CasiniFrancis You know what  Scratch that  Go Cousins ,2021-09-23T23:03:28.000Z,USA,@CasiniFrancis You know what? Scratch that. Go Cousins.,[],[],['CasiniFrancis'],[],
1,en,1441175744990777354,2367381215, CasiniFrancis and Carr by a hair ,1441176296319434759,False, CasiniFrancis and Carr by a hair ,2021-09-23T23:02:59.000Z,USA,@CasiniFrancis and Carr by a hair.,[],[],['CasiniFrancis'],[],
2,en,1441175744990777354,2367381215, CasiniFrancis I think you probably have to go Anderson here  can t trust Fuller with Brissett  DJ didn t practice  Cephus is my second choice if you like to wait till Sunday,1441176197832970251,False, CasiniFrancis I think you probably have to go Anderson here  can t trust Fuller with Brissett  DJ didn t practice  Cephus is my second choice if you like to wait till Sunday,2021-09-23T23:02:35.000Z,USA,"@CasiniFrancis I think you probably have to go Anderson here- can't trust Fuller with Brissett, DJ didn't practice. Cephus is my second choice if you like to wait till Sunday",[],[],['CasiniFrancis'],['https://t.co/3hzdzRwTaM'],
3,en,1441175679391854592,3065067214,adam sandler and kevin james,1441176447415095301,False,adam sandler and kevin james,2021-09-23T23:03:35.000Z,USA,adam sandler and kevin james,[],[],[],[],
4,en,1441175540291948545,524478849, nandodifino Nando when are you gonna do a show with Jakey Jakey    allinkid,1441175677869297672,False, nandodifino Nando when are you gonna do a show with Jakey Jakey    allinkid,2021-09-23T23:00:32.000Z,USA,@nandodifino Nando when are you gonna do a show with Jakey Jakey?! @allinkid,[],[],"['nandodifino', 'allinkid']",[],
5,en,1441175493861011466,3893655454, Zer0 Spark You re right  My apologies ,1441176484991750151,False, Zer0 Spark You re right  My apologies ,2021-09-23T23:03:44.000Z,USA,@Zer0_Spark You're right. My apologies.,[],[],['Zer0_Spark'],[],
6,en,1441175493861011466,3893655454, nascar opinion Ok Mr  NASCAR Opinion  Did I call your so called opinion stupid ,1441176088760049671,False, nascar opinion Ok Mr  NASCAR Opinion  Did I call your so called opinion stupid ,2021-09-23T23:02:09.000Z,USA,@nascar_opinion Ok Mr. NASCAR Opinion! Did I call your so called opinion stupid?,[],[],['nascar_opinion'],[],
7,en,1441175407202500613,1283159576708296704, hologram583 bookmarking this one just in case,1441175702045290501,False, hologram583 bookmarking this one just in case,2021-09-23T23:00:37.000Z,USA,@hologram583 bookmarking this one just in case,[],[],['hologram583'],[],
8,en,1441175054931292166,956930371169521665, GirlsWestlake  HollywoodRaven  WestlakeSports1  FultonAD crafts  FultonCoSchools  COSFGA  NelsonHicksWSB  AJCsports  gowestlakelions Congratulations ,1441176446228058114,False, GirlsWestlake  HollywoodRaven  WestlakeSports1  FultonAD crafts  FultonCoSchools  COSFGA  NelsonHicksWSB  AJCsports  gowestlakelions Congratulations ,2021-09-23T23:03:35.000Z,USA,@GirlsWestlake @HollywoodRaven @WestlakeSports1 @FultonAD_crafts @FultonCoSchools @COSFGA @NelsonHicksWSB @AJCsports @gowestlakelions Congratulations!,[],[],"['GirlsWestlake', 'HollywoodRaven', 'WestlakeSports1', 'FultonAD_crafts', 'FultonCoSchools', 'COSFGA', 'NelsonHicksWSB']",['https://t.co/L09qNO6qKZ'],
9,en,1441175054931292166,956930371169521665, GirlsWestlake  WestlakeSports1  FultonAD crafts  FultonCoSchools  COSFGA  HollywoodRaven  NelsonHicksWSB  AJCsports  gowestlakelions That s incredible  Congratulations  ,1441175562353971209,False, GirlsWestlake  WestlakeSports1  FultonAD crafts  FultonCoSchools  COSFGA  HollywoodRaven  NelsonHicksWSB  AJCsports  gowestlakelions That s incredible  Congratulations  ,2021-09-23T23:00:04.000Z,USA,@GirlsWestlake @WestlakeSports1 @FultonAD_crafts @FultonCoSchools @COSFGA @HollywoodRaven @NelsonHicksWSB @AJCsports @gowestlakelions That's incredible! Congratulations!!,[],[],"['GirlsWestlake', 'WestlakeSports1', 'FultonAD_crafts', 'FultonCoSchools', 'COSFGA', 'HollywoodRaven', 'NelsonHicksWSB']",['https://t.co/2qvQI9sw5C'],
