,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_hi,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,text_en
0,hi,1440297223619694593,1267776093479530497, Kuldeep18667171  anamikaa 143  BramhRakshas Adani k hato me railway airport de do or asani ho jaege supply me  jo jo log is mamle me mu pe Patti lagae baithe dikhenge sab k hissedar hone ki ashanka hai ,1440411615388585988,False, Kuldeep18667171  anamikaa 143  BramhRakshas Adani k hato me railway airport de do or asani ho jaege supply me  jo jo log is mamle me mu pe Patti lagae baithe dikhenge sab k hissedar hone ki ashanka hai ,2021-09-21T20:24:25.000Z,India,@Kuldeep18667171 @anamikaa_143 @BramhRakshas Adani k hato me railway airport de do or asani ho jaege supply me..jo jo log is mamle me mu pe Patti lagae baithe dikhenge sab k hissedar hone ki ashanka hai 😂😂,['😂'],[],"['Kuldeep18667171', 'anamikaa_143', 'BramhRakshas']",['https://t.co/3IKRzMvqtl'],
1,en,1440263378442670091,2617066206, DrRPNishank  narendramodi hello R K  this side do you wanna earn money online by using your phone then DM me  918839488464Instagram ID   r k  affiliater,1440263478170640386,False,,2021-09-21T10:35:46.000Z,India,"@DrRPNishank @narendramodi hello R.K. this side 
do you wanna earn money online by using your phone 
then DM me 👇🏻
+918839488464
Instagram ID:- r.k._affiliater",['👇🏻'],[],"['DrRPNishank', 'narendramodi']",['https://t.co/VFE17q629v'], DrRPNishank  narendramodi hello R K  this side do you wanna earn money online by using your phone then DM me  918839488464Instagram ID   r k  affiliater
2,en,1439755029238353928,3014871359, Saran dm  nildeoreIAS I have taken vaccine on 17th Sep 2021 but till now I have not got message regarding vaccination certificate  I also checked on Cowin app ,1439758868536385538,False,,2021-09-20T01:10:38.000Z,India,@Saran_dm @nildeoreIAS I have taken vaccine on 17th Sep 2021 but till now I have not got message regarding vaccination certificate. I also checked on Cowin app.,[],[],"['Saran_dm', 'nildeoreIAS']",['https://t.co/IP04k21qXK'], Saran dm  nildeoreIAS I have taken vaccine on 17th Sep 2021 but till now I have not got message regarding vaccination certificate  I also checked on Cowin app 
3,en,1439258002163339264,761560068, SwachhRavi  Samriddhi0809 Thenks ,1440713210147991554,False,,2021-09-22T16:22:51.000Z,India,@SwachhRavi @Samriddhi0809 Thenks 😌,['😌'],[],"['SwachhRavi', 'Samriddhi0809']",[], SwachhRavi  Samriddhi0809 Thenks 
4,en,1439258002163339264,761560068, SwachhRavi  Introvert5sHere I have dropped you a text  Please get back  Thank you ,1440710556596387849,True,,2021-09-22T16:12:18.000Z,India,@SwachhRavi @Introvert5sHere I have dropped you a text. Please get back. Thank you.,[],[],"['SwachhRavi', 'Introvert5sHere']",[], SwachhRavi  Introvert5sHere I have dropped you a text  Please get back  Thank you 
5,hi,1439161811765370882,1366729488,दूसरी खुराक लिए बिना महेंद्रगढ़  एसडीएच ने मुझे मेरा दूसरा खुराक प्रमाण पत्र जारी किया। क्या हम यही टीकाकरण अभियान चला रहे हैं   MoHFW INDIA  cmohry अब मैं दूसरी खुराक के लिए अपनी नियुक्ति को फिर से निर्धारित करने में असमर्थ हूं। कृपया इस पर गौर करें  BJPHonouringTribalHeroes,1439161814911053834,False,दूसरी खुराक लिए बिना महेंद्रगढ़  एसडीएच ने मुझे मेरा दूसरा खुराक प्रमाण पत्र जारी किया। क्या हम यही टीकाकरण अभियान चला रहे हैं   MoHFW INDIA  cmohry अब मैं दूसरी खुराक के लिए अपनी नियुक्ति को फिर से निर्धारित करने में असमर्थ हूं। कृपया इस पर गौर करें  BJPHonouringTribalHeroes,2021-09-18T09:38:09.000Z,India,"दूसरी खुराक लिए बिना महेंद्रगढ़, एसडीएच ने मुझे मेरा दूसरा खुराक प्रमाण पत्र जारी किया। क्या हम यही टीकाकरण अभियान चला रहे हैं, @MoHFW_INDIA @cmohry अब मैं दूसरी खुराक के लिए अपनी नियुक्ति को फिर से निर्धारित करने में असमर्थ हूं। कृपया इस पर गौर करें #BJPHonouringTribalHeroes",[],[],[],['https://t.co/6EvEOaQrJp'],
6,hi,1439124313152516102,800749659178209280, skshastri1983  narendramodi  iatulks  Punitspeaks  iVinodBachheti  NikhilS4Delhi  Virend Sachdeva  MPGautamGambhir  PMOIndia  BJP4India  adeshguptabjp  bjp4mayurvihr  AmitShah  Bjpsanjeevsing1  Praveen04208917 हारेगा कोरोना जीतेंगे हम जीतेगा भारत।,1439285168703873025,False, skshastri1983  narendramodi  iatulks  Punitspeaks  iVinodBachheti  NikhilS4Delhi  Virend Sachdeva  MPGautamGambhir  PMOIndia  BJP4India  adeshguptabjp  bjp4mayurvihr  AmitShah  Bjpsanjeevsing1  Praveen04208917 हारेगा कोरोना जीतेंगे हम जीतेगा भारत।,2021-09-18T17:48:19.000Z,India,"@skshastri1983 @narendramodi @iatulks @Punitspeaks @iVinodBachheti @NikhilS4Delhi @Virend_Sachdeva @MPGautamGambhir @PMOIndia @BJP4India @adeshguptabjp @bjp4mayurvihr @AmitShah @Bjpsanjeevsing1 @Praveen04208917 हारेगा कोरोना,जीतेंगे हम,जीतेगा भारत।",[],[],"['skshastri1983', 'narendramodi', 'iatulks', 'Punitspeaks', 'iVinodBachheti', 'NikhilS4Delhi', 'Virend_Sachdeva', 'MPGautamGambhir']",['https://t.co/XKzD8fSZYO'],
7,hi,1439107744326303745,844919087788572672,जब कि गवर्मेंट खुद कह रही है वैक्सीन लगवाने के लिये ऑनलाइन बुकिंग जरूरी नही है।अगर कोई पैसे दे दे तो उसका बिना बुकिंग के ही लग जाता है। सबको वैक्सीन मुफ्त वैक्सीन,1439108737575239680,False,जब कि गवर्मेंट खुद कह रही है वैक्सीन लगवाने के लिये ऑनलाइन बुकिंग जरूरी नही है।अगर कोई पैसे दे दे तो उसका बिना बुकिंग के ही लग जाता है। सबको वैक्सीन मुफ्त वैक्सीन,2021-09-18T06:07:15.000Z,India,"जब कि गवर्मेंट खुद कह रही है वैक्सीन लगवाने के लिये ऑनलाइन बुकिंग जरूरी नही है।
अगर कोई पैसे दे दे तो उसका बिना बुकिंग के ही लग जाता है।
#सबको_वैक्सीन_मुफ्त_वैक्सीन",[],[],[],['https://t.co/Vdkg182w2m'],
8,hi,1439090106585870338,3014871359, Saran dm  nildeoreIAS Sir सर्टिफिकेट में बहुत बड़ा गरबरी चल रहा है  मैं covidshield कल 17 sep 2021  को अभी तक सर्टिफिकेट जारी नही किया गया।,1439202965160488976,False, Saran dm  nildeoreIAS Sir सर्टिफिकेट में बहुत बड़ा गरबरी चल रहा है  मैं covidshield कल 17 sep 2021  को अभी तक सर्टिफिकेट जारी नही किया गया।,2021-09-18T12:21:40.000Z,India,"@Saran_dm @nildeoreIAS Sir सर्टिफिकेट में बहुत बड़ा गरबरी चल रहा है, मैं covidshield कल(17 sep 2021) को अभी तक सर्टिफिकेट जारी नही किया गया।",[],[],"['Saran_dm', 'nildeoreIAS']",[],
9,en,1438751234140229637,3014871359, Saran dm  nildeoreIAS  BiharHealthDept  IPRD Bihar Taken jab yesterday but haven t get Message yet for vaccination,1439066783164485633,False,,2021-09-18T03:20:32.000Z,India,@Saran_dm @nildeoreIAS @BiharHealthDept @IPRD_Bihar Taken jab yesterday but haven't get Message yet for vaccination,[],[],"['Saran_dm', 'nildeoreIAS', 'BiharHealthDept', 'IPRD_Bihar']",[], Saran dm  nildeoreIAS  BiharHealthDept  IPRD Bihar Taken jab yesterday but haven t get Message yet for vaccination
